Small Unit Installation Postcode,Previous Years (2001-2019) - Installation Quantity,Previous Years (2001-2019) - SGU Output Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
5108,5720,23097.392,42,263.325,71,591.365,82,553.890,53,384.760,54,345.945,72,698.970,94,677.465,76,548.395,84,602.065,73,540.170,58,437.835,64,481.000,57,390.490,62,509.540,69,473.875,53,377.390,57,443.470,55,384.795,47,342.615,77,558.010,62,453.900,61,524.870,50,381.660,54,525.675,7247,34588.867
5109,3307,12676.409,22,167.950,34,234.705,36,319.170,25,169.840,34,220.250,32,207.875,37,254.965,42,468.935,57,439.375,41,306.610,30,230.010,38,312.820,24,166.180,26,180.160,50,344.050,24,181.575,24,200.115,28,211.135,26,193.390,34,268.395,34,302.115,36,300.685,31,225.205,29,229.705,4101,18811.624
5110,1353,8514.957,10,102.895,11,76.035,14,99.560,9,54.890,13,88.730,23,330.315,23,187.655,27,226.520,28,244.985,20,175.040,31,415.870,24,438.645,13,83.470,19,224.720,11,160.600,9,100.790,15,160.330,9,66.735,22,290.305,20,218.930,13,158.830,15,133.760,16,233.760,18,245.420,1766,13033.747
5111,23,825.795,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,38.610,7,183.150,1,18.675,0,0.000,1,96.390,0,0.000,1,5.920,0,0.000,1,13.320,0,0.000,1,98.400,1,22.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,37,1303.060
5112,2402,9553.421,19,230.555,19,117.070,34,335.745,32,272.610,25,196.955,20,135.150,33,323.045,33,430.480,43,284.790,27,304.710,26,229.910,26,182.075,28,251.110,31,248.070,21,179.610,29,215.565,24,191.910,23,212.585,17,138.940,19,130.140,28,228.840,24,166.150,19,126.595,22,186.250,3024,14872.281
5113,1997,8270.574,23,151.195,21,132.220,28,189.390,23,143.335,25,170.140,20,184.725,27,270.660,35,229.825,23,149.160,39,257.075,26,373.980,26,263.540,27,179.770,31,252.840,26,194.750,31,293.910,25,186.290,24,226.510,13,90.530,25,184.740,33,249.055,27,229.700,36,312.735,29,262.060,2640,13448.709
5114,5150,21460.487,60,395.945,74,516.960,65,520.995,62,408.165,73,516.360,66,470.855,86,679.935,81,562.910,91,647.905,72,483.575,59,579.260,72,550.155,56,403.060,61,451.500,59,459.110,55,436.390,50,355.530,45,331.740,43,385.030,65,511.960,57,444.310,42,319.540,61,506.255,51,426.610,6656,32824.542
5115,1250,5783.649,20,147.180,26,181.295,31,216.000,27,197.400,27,174.495,25,191.730,29,233.760,27,192.045,36,255.530,31,206.865,28,184.360,30,211.560,19,135.880,34,236.620,28,193.010,18,136.830,29,228.380,21,174.405,29,221.115,35,263.525,31,252.090,22,181.010,30,283.070,24,202.350,1907,10684.154
5116,1612,6539.386,15,127.205,26,201.370,15,124.040,10,70.715,13,80.920,28,202.905,14,105.655,14,111.605,26,194.825,16,131.805,22,156.315,31,266.350,16,104.000,23,156.450,14,91.170,19,224.860,13,102.460,17,148.540,21,156.925,22,160.320,28,235.245,26,314.465,34,266.655,14,110.695,2089,10384.881
5117,768,4245.231,7,48.630,13,102.025,12,115.995,17,144.920,13,85.720,10,75.615,13,93.670,15,138.870,11,113.810,18,151.820,12,127.260,17,183.485,11,86.840,18,123.620,12,106.210,13,148.630,23,207.050,23,230.660,16,120.970,16,131.350,29,269.505,18,143.250,18,138.990,20,270.800,1143,7604.926
5118,3408,15879.388,18,132.680,34,264.505,36,268.025,35,273.020,59,526.770,37,376.915,34,232.910,35,272.395,53,465.995,30,271.625,34,278.695,38,276.325,34,249.310,45,375.305,53,472.650,30,251.140,25,247.360,28,296.430,33,311.020,36,319.240,39,333.090,37,317.110,35,297.450,36,397.875,4282,23387.228
5120,561,5596.439,7,43.005,12,156.845,9,67.990,9,68.200,12,90.470,14,121.910,10,134.130,18,142.560,18,269.980,7,85.190,10,183.010,11,217.505,8,142.840,2,13.320,11,226.790,2,15.020,13,266.720,5,128.800,9,115.225,9,107.125,9,77.090,11,135.310,15,325.715,20,381.915,812,9113.104
5121,449,2763.155,7,79.640,10,65.715,15,110.415,5,64.720,11,108.965,11,75.325,14,135.245,15,99.180,11,103.515,6,59.330,9,96.150,13,184.520,10,105.170,19,261.700,6,72.450,3,23.250,6,43.110,9,131.890,4,24.420,6,60.250,10,85.750,2,13.260,8,61.400,10,148.330,669,4976.855
5125,3256,12787.895,25,188.095,32,229.005,30,224.755,21,154.065,21,339.410,25,212.215,35,272.385,27,192.120,44,352.895,33,278.965,40,308.670,26,205.670,29,281.990,37,320.620,57,418.745,30,221.485,45,306.290,37,261.890,35,302.790,41,296.805,38,290.060,31,239.535,29,227.075,41,354.845,4065,19268.275
5126,1068,4035.395,13,77.620,11,86.415,10,73.260,9,55.620,17,125.915,9,62.960,22,150.550,11,78.890,12,85.780,8,65.910,13,82.290,17,165.575,10,81.840,13,95.170,14,105.580,9,63.090,9,70.640,9,70.600,7,52.485,9,60.220,12,94.400,6,59.140,12,83.140,12,128.080,1342,6110.565
5127,1314,4685.990,8,52.720,8,50.100,16,112.370,8,70.030,6,36.210,17,108.665,13,93.260,16,106.780,16,110.090,12,102.470,9,62.880,9,64.790,15,93.180,7,45.565,13,88.120,6,39.810,10,75.290,13,112.595,5,42.890,6,55.640,11,81.640,6,36.040,15,121.070,7,53.515,1566,6501.710
5131,208,1069.762,2,21.510,2,17.310,2,13.200,0,0.000,1,12.870,4,44.700,0,0.000,1,7.920,2,17.360,0,0.000,1,10.560,1,12.600,0,0.000,4,42.100,2,17.160,1,9.990,0,0.000,0,0.000,1,11.100,3,26.640,1,10.660,0,0.000,2,19.980,2,16.280,240,1381.702
5132,92,833.366,0,0.000,0,0.000,1,4.620,0,0.000,2,21.600,1,6.600,1,16.500,0,0.000,1,19.610,0,0.000,1,6.600,1,31.680,0,0.000,0,0.000,2,13.320,1,19.800,0,0.000,0,0.000,0,0.000,3,27.640,0,0.000,0,0.000,0,0.000,3,16.800,109,1018.136
5133,93,479.180,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,13.200,1,4.950,1,10.500,0,0.000,3,32.860,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,19.800,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,103,580.350
5134,83,473.315,1,15.180,0,0.000,0,0.000,5,43.380,1,6.600,0,0.000,1,6.600,0,0.000,1,6.600,0,0.000,3,18.220,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,8.140,1,7.770,0,0.000,0,0.000,1,13.200,2,16.200,0,0.000,1,6.630,102,621.835
5136,89,433.920,0,0.000,1,10.800,4,34.335,2,17.400,2,9.120,0,0.000,1,9.450,0,0.000,3,18.140,1,4.200,1,6.840,1,3.600,0,0.000,0,0.000,1,11.840,4,61.800,2,19.180,0,0.000,0,0.000,2,30.960,0,0.000,0,0.000,1,13.320,3,28.260,118,713.165
5137,113,847.615,2,17.220,1,13.120,0,0.000,0,0.000,1,19.800,0,0.000,1,19.800,0,0.000,1,19.800,1,9.990,0,0.000,1,19.240,1,19.800,6,110.630,0,0.000,1,11.840,0,0.000,1,19.980,1,10.360,1,13.320,0,0.000,2,20.310,2,20.720,1,31.680,137,1225.225
5138,61,470.685,0,0.000,0,0.000,1,7.920,1,6.600,1,13.200,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,2,65.400,1,19.800,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,1,16.380,2,13.800,2,15.540,0,0.000,0,0.000,2,17.390,76,660.035
5139,74,552.090,0,0.000,2,46.200,3,110.030,1,6.600,1,7.875,1,5.985,1,19.440,0,0.000,1,33.480,0,0.000,0,0.000,5,47.160,1,19.800,0,0.000,1,31.680,0,0.000,0,0.000,1,18.480,0,0.000,1,9.900,1,7.590,2,37.370,1,8.140,0,0.000,97,961.820
5140,77,299.911,0,0.000,0,0.000,0,0.000,1,10.230,3,21.120,1,6.600,0,0.000,0,0.000,2,15.910,1,7.920,2,13.500,1,6.300,3,28.050,0,0.000,2,19.830,0,0.000,1,7.770,0,0.000,0,0.000,1,6.630,1,6.660,2,12.270,1,10.360,2,32.430,101,505.491
5141,163,763.456,0,0.000,1,7.920,4,31.860,0,0.000,2,14.600,1,5.985,1,6.270,2,26.415,2,31.770,1,6.300,1,13.320,3,23.760,0,0.000,5,43.660,0,0.000,0,0.000,0,0.000,2,15.170,0,0.000,1,13.320,0,0.000,0,0.000,1,7.770,0,0.000,190,1011.576
5142,120,774.860,1,10.220,1,7.920,1,6.600,0,0.000,0,0.000,3,47.260,1,6.400,1,11.470,1,4.290,2,13.080,0,0.000,1,10.440,1,15.840,1,6.600,2,12.890,2,16.650,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,2,27.380,2,14.260,1,3.300,144,1002.660
5144,81,490.899,0,0.000,1,13.200,3,46.850,2,11.720,0,0.000,1,6.600,1,9.900,0,0.000,1,5.110,0,0.000,0,0.000,1,6.660,1,5.550,0,0.000,0,0.000,1,6.660,0,0.000,1,13.260,1,12.800,0,0.000,0,0.000,0,0.000,3,22.390,1,19.980,99,671.579
5150,19,100.625,0,0.000,0,0.000,0,0.000,1,25.800,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.890,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,21,137.315
5151,65,361.650,0,0.000,0,0.000,0,0.000,1,6.600,2,24.030,0,0.000,0,0.000,1,13.200,0,0.000,3,37.560,0,0.000,0,0.000,0,0.000,1,10.560,0,0.000,0,0.000,1,10.000,1,7.920,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,13.090,76,484.610
5152,769,4067.623,15,143.590,11,75.725,5,40.675,11,93.795,22,165.305,6,57.945,12,100.020,5,36.315,14,131.625,10,77.025,11,88.390,5,89.005,5,48.820,10,126.220,4,22.480,4,28.805,8,153.925,6,156.690,2,30.750,9,97.895,10,104.400,5,40.050,5,50.700,15,162.290,979,6190.063
5153,1381,7708.270,6,69.825,14,123.215,14,109.145,15,137.345,14,187.295,11,85.275,14,179.730,14,109.600,22,210.275,8,75.410,15,128.160,23,258.410,10,77.580,11,103.045,15,172.495,13,109.420,9,134.230,17,189.530,7,100.310,20,189.545,17,229.675,12,139.070,13,147.245,21,295.855,1716,11269.955
5154,431,2172.312,2,20.625,7,47.375,3,38.940,1,9.900,5,52.240,3,35.360,7,56.655,2,17.010,11,73.895,11,120.590,6,39.340,5,67.610,5,42.760,4,34.840,4,44.635,1,6.660,4,36.630,4,32.100,1,5.280,7,79.580,5,52.780,3,34.650,9,116.750,7,82.760,548,3321.277
5155,541,2239.043,3,31.030,8,67.440,11,78.640,5,59.400,3,27.405,4,39.650,10,74.795,7,76.565,8,63.500,6,46.350,8,70.405,10,86.025,3,19.980,9,80.300,11,101.090,10,92.280,3,19.800,6,47.100,6,66.370,6,38.890,6,54.180,8,61.850,4,42.970,6,63.530,702,3648.588
5156,121,532.214,0,0.000,2,19.800,2,13.100,2,17.550,1,6.600,2,15.840,0,0.000,1,19.610,0,0.000,0,0.000,0,0.000,0,0.000,3,26.580,1,1.980,1,7.770,1,10.360,0,0.000,1,10.360,0,0.000,0,0.000,0,0.000,0,0.000,5,42.880,2,19.960,145,744.604
5157,677,3317.853,3,23.100,4,28.800,10,114.220,6,33.170,5,38.550,0,0.000,4,29.250,2,37.400,13,122.950,6,50.670,7,62.500,6,72.870,5,34.200,9,62.280,6,67.280,8,80.665,7,53.100,3,31.330,5,34.755,3,19.920,4,30.960,5,57.990,4,32.130,5,73.410,807,4509.353
5158,4650,16487.668,32,223.280,41,266.610,42,305.405,34,234.650,35,224.995,35,260.110,46,323.520,44,325.400,49,343.840,36,291.275,47,351.080,44,313.110,31,215.830,47,361.830,49,362.840,25,204.080,21,161.935,32,263.180,28,191.590,40,292.900,34,236.990,36,265.480,22,197.000,34,293.660,5534,22998.258
5159,5772,20949.608,44,332.720,60,431.385,64,411.900,56,402.930,47,344.300,41,379.220,43,278.240,51,359.075,85,614.960,55,512.835,64,449.460,48,408.790,49,350.145,46,350.930,46,341.590,43,355.425,43,340.090,33,247.420,39,333.650,56,419.815,53,411.870,41,334.545,51,456.620,54,505.485,6984,30323.008
5160,206,4080.297,0,0.000,3,79.065,5,79.710,1,11.220,3,40.920,3,42.090,2,71.280,5,85.510,7,135.150,2,32.560,2,46.200,7,137.860,0,0.000,3,30.210,14,247.180,2,30.900,10,429.040,2,78.130,4,94.910,2,56.790,3,50.040,1,13.200,7,189.860,6,150.330,300,6212.452
5161,1828,6481.728,11,63.655,14,87.300,16,116.160,11,73.570,11,65.160,18,104.530,19,123.920,17,123.930,19,122.705,14,87.030,16,146.845,21,197.685,12,78.830,17,120.000,17,115.180,9,67.190,11,83.560,11,106.840,9,63.690,18,164.700,19,189.000,9,104.840,22,171.605,19,138.980,2188,9198.633
5162,5982,21477.102,37,250.810,48,342.740,49,313.295,53,371.135,42,338.695,42,288.270,56,385.395,70,472.395,56,378.400,66,438.475,70,508.435,56,435.905,47,342.205,51,366.610,61,436.580,36,236.075,41,294.230,41,302.795,47,304.695,62,480.255,58,416.030,52,393.225,55,426.085,33,237.010,7211,30236.847
5163,2462,9306.850,21,135.240,23,144.435,24,149.880,17,109.870,20,129.385,24,165.120,41,289.945,24,168.060,41,323.150,31,222.185,38,274.710,33,310.980,19,141.440,23,159.360,29,216.385,22,159.230,19,150.630,26,210.545,16,117.450,29,231.565,22,144.230,21,164.725,17,125.435,27,236.670,3069,13787.475
5164,696,2378.506,0,0.000,6,59.280,8,49.935,5,34.410,7,37.815,8,138.975,11,71.520,6,40.875,4,118.860,3,24.330,6,43.430,6,39.510,6,33.890,5,42.890,9,61.695,6,64.150,2,16.650,5,33.260,2,17.060,6,95.940,6,50.670,3,19.890,4,28.580,10,83.810,830,3585.931
5165,693,2784.901,9,53.420,5,32.385,7,44.280,4,26.400,5,33.415,8,53.480,12,72.780,4,34.220,15,108.985,6,42.410,9,74.760,11,67.195,5,31.470,12,84.200,12,97.650,3,20.720,4,30.090,6,57.330,2,13.260,3,23.400,9,65.770,3,26.430,10,79.440,13,83.220,870,4041.611
5166,326,1032.087,3,12.440,3,17.395,2,15.840,0,0.000,2,13.200,0,0.000,8,51.255,6,38.610,6,46.690,3,19.815,2,11.100,3,17.020,0,0.000,4,26.640,5,34.410,2,23.310,2,27.960,1,6.660,2,13.260,3,26.580,3,19.890,5,42.560,5,39.960,1,5.460,397,1542.142
5167,1025,3440.436,16,111.665,15,91.450,9,62.550,14,86.990,16,121.330,11,96.320,15,115.285,13,93.105,14,131.980,7,48.290,15,98.430,17,127.170,13,97.360,10,73.780,11,75.070,5,37.720,8,62.790,5,30.480,4,36.510,14,94.230,9,71.550,8,59.920,9,64.280,15,97.240,1298,5425.931
5168,1031,4288.850,4,33.330,12,79.035,9,240.480,7,43.345,7,45.585,7,43.155,12,80.140,5,30.350,12,97.925,5,62.210,9,59.230,6,47.760,13,124.460,9,61.570,10,79.820,7,76.150,10,65.060,10,72.810,8,55.320,20,122.915,20,152.830,10,76.395,7,47.935,25,184.430,1275,6271.090
5169,3036,12168.215,34,214.440,36,241.650,46,298.850,39,281.735,40,275.650,44,330.550,55,399.165,63,411.525,69,537.080,41,284.940,50,413.025,52,394.025,34,233.170,34,264.860,49,373.440,33,241.630,36,248.990,39,313.235,42,307.820,75,540.440,61,435.105,40,388.040,40,336.940,51,388.510,4139,20323.030
5170,261,921.666,3,21.015,2,10.575,1,4.800,2,15.300,1,13.200,4,26.160,1,8.190,0,0.000,4,39.090,2,12.900,3,17.670,5,40.990,3,21.170,0,0.000,5,50.140,2,9.900,1,6.600,1,10.500,1,6.480,1,2.960,2,33.240,2,19.920,4,23.680,4,31.560,315,1347.706
5171,1494,8261.424,9,64.265,12,99.110,8,51.525,5,48.300,15,95.040,10,86.485,11,91.650,12,99.735,16,138.480,12,119.380,16,179.130,22,235.135,13,106.320,14,119.095,18,165.210,13,91.435,15,181.035,9,62.290,14,162.060,15,139.940,11,68.745,12,99.430,17,167.500,12,107.140,1805,11039.859
5172,1004,4703.743,5,33.375,9,59.450,10,90.125,12,95.660,17,134.470,11,108.415,6,49.115,6,54.750,10,81.765,10,79.930,5,44.050,10,75.160,7,47.530,9,115.400,9,66.740,11,141.800,10,89.990,3,21.160,11,113.875,10,89.345,2,12.950,5,45.165,10,87.375,8,72.470,1210,6513.808
5173,2538,9205.730,20,128.715,29,202.625,28,192.470,32,232.460,34,292.620,25,187.775,28,186.685,24,158.870,35,245.595,30,236.550,22,164.690,26,298.520,24,184.215,23,173.800,21,153.925,21,226.260,13,85.535,18,135.720,18,130.370,24,221.245,22,238.715,21,145.980,24,203.600,19,165.210,3119,13797.880
5174,631,2489.314,5,47.650,13,93.795,8,64.715,5,31.760,6,41.840,3,18.490,7,61.380,4,29.350,6,51.030,9,78.420,9,57.860,11,80.620,4,32.260,3,29.230,9,80.630,7,48.540,3,19.950,6,48.405,9,58.530,6,46.025,9,153.840,5,42.580,7,53.830,8,61.785,793,3821.829
5175,1,0.300,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.300
5201,441,2289.494,6,51.150,4,31.560,12,114.690,4,29.040,9,71.430,8,64.860,4,50.400,6,43.890,11,95.055,3,23.490,6,70.730,5,32.745,3,32.190,4,35.570,6,41.430,8,69.340,2,19.500,5,44.120,2,14.060,6,109.280,5,53.420,6,62.220,2,10.620,4,53.660,572,3513.944
5202,206,1212.095,1,5.850,4,32.095,2,13.200,4,53.980,3,41.310,1,10.560,0,0.000,1,6.400,2,45.420,2,23.100,2,18.500,5,44.910,2,13.260,1,14.800,4,34.640,2,16.560,2,17.190,2,13.860,3,24.050,3,23.070,3,26.595,2,48.840,2,23.400,2,43.660,261,1807.345
5203,318,1561.742,5,36.270,2,13.200,7,46.305,1,6.600,1,6.600,3,22.350,4,26.400,5,37.950,0,0.000,1,1.980,4,29.595,1,3.300,4,29.935,1,1.980,2,10.360,6,90.620,3,22.480,2,21.195,1,6.715,3,28.560,4,32.370,4,28.710,4,34.820,4,33.950,390,2133.987
5204,1127,4493.841,6,36.450,15,101.935,15,103.010,12,73.950,19,161.900,10,59.430,22,141.210,13,97.085,21,134.895,10,60.045,15,126.990,14,98.550,10,81.900,17,133.650,11,78.840,11,81.000,18,135.980,7,53.780,10,113.100,11,69.410,23,160.885,13,104.340,13,89.310,11,81.840,1454,6873.326
5207,1,0.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,0.960
5210,444,2119.649,3,18.420,3,19.485,2,16.500,6,44.520,2,14.420,3,33.000,5,31.955,1,19.800,5,45.180,2,13.320,4,30.200,5,33.300,4,32.490,7,67.300,5,57.140,4,26.130,5,65.600,1,8.140,1,10.360,1,12.580,5,36.800,4,30.400,4,32.100,2,13.230,528,2832.019
5211,4473,16785.219,20,129.055,24,197.995,30,273.910,43,273.720,40,285.895,36,226.065,48,318.505,39,253.835,49,363.730,36,275.340,34,241.230,38,288.995,25,158.930,31,245.880,28,225.400,24,182.780,35,269.840,30,268.310,22,261.785,43,339.520,41,347.660,29,219.980,34,386.050,34,271.760,5286,23091.389
5212,741,2379.340,1,10.230,6,43.625,6,34.155,5,35.250,10,64.710,7,45.600,6,40.265,2,38.280,9,57.360,5,31.020,8,76.990,8,62.180,1,3.960,5,36.825,6,43.355,3,19.910,2,13.320,3,23.270,7,50.400,5,28.465,6,45.840,3,19.240,3,22.160,3,19.980,861,3245.730
5213,420,1623.250,3,22.440,7,43.780,1,9.450,8,48.080,5,22.560,2,13.200,5,40.160,4,30.360,6,46.850,4,24.050,1,6.600,4,42.060,4,26.580,3,21.030,2,22.900,3,23.990,4,26.310,4,24.730,1,6.600,3,19.980,7,50.300,3,21.390,3,17.400,6,45.830,513,2279.880
5214,2860,10269.414,27,165.200,26,175.555,24,208.485,30,185.020,32,196.935,23,139.290,26,195.240,44,302.305,33,241.180,35,271.400,35,221.650,25,290.845,20,155.790,24,177.410,31,225.310,15,126.130,19,139.400,18,115.910,19,127.500,36,247.230,25,204.405,30,218.620,28,220.235,35,216.690,3520,15037.149
5220,35,118.216,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.260,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.360,0,0.000,0,0.000,0,0.000,1,8.760,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,39,150.596
5221,119,533.331,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,13.200,1,6.620,1,6.600,0,0.000,1,6.600,0,0.000,2,13.320,1,6.660,1,6.660,1,6.660,0,0.000,1,9.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,130,608.651
5222,233,871.949,1,6.200,0,0.000,0,0.000,0,0.000,3,17.490,4,33.720,1,6.600,4,36.765,2,13.200,3,20.970,0,0.000,0,0.000,2,11.490,1,6.600,2,13.320,0,0.000,2,16.960,1,6.660,0,0.000,2,29.000,2,13.290,0,0.000,3,19.210,0,0.000,266,1123.424
5223,649,3020.325,2,9.990,3,18.150,2,23.760,1,7.560,7,54.030,5,33.675,11,91.590,6,54.105,15,114.230,3,20.535,8,59.735,8,110.350,3,22.940,3,19.920,8,74.660,6,43.540,5,39.665,10,62.160,3,72.975,4,36.920,11,73.940,6,54.760,9,74.180,4,27.528,792,4221.223
5231,245,1233.995,3,19.870,5,35.950,1,23.100,3,22.110,4,26.210,0,0.000,5,36.975,2,13.320,3,18.495,1,10.220,2,21.240,2,14.740,0,0.000,4,77.205,2,17.310,0,0.000,4,39.160,2,13.320,0,0.000,2,18.900,5,44.555,3,56.610,1,39.915,1,13.320,300,1796.520
5232,86,484.032,2,24.240,0,0.000,0,0.000,1,6.600,1,5.355,0,0.000,1,13.200,0,0.000,2,21.340,1,15.840,2,26.400,1,15.840,1,10.360,0,0.000,1,7.770,1,5.530,0,0.000,0,0.000,1,13.320,2,20.920,0,0.000,3,31.950,1,22.940,1,39.930,108,765.567
5233,281,1844.726,3,19.815,1,27.360,4,35.570,3,35.970,1,6.600,4,34.390,4,40.780,1,5.940,5,34.035,5,39.150,1,14.850,2,15.300,1,6.660,4,25.440,3,17.970,5,48.475,3,33.860,2,16.650,1,9.990,4,44.820,8,85.540,0,0.000,4,134.880,5,76.930,355,2655.701
5234,284,1393.027,1,6.600,5,42.700,2,13.860,1,6.600,4,24.150,0,0.000,3,69.975,4,28.450,3,21.135,3,19.875,4,30.090,0,0.000,2,16.500,1,7.770,2,38.340,1,6.290,4,29.705,1,11.100,2,36.080,3,31.980,2,33.120,3,22.440,3,45.310,1,9.990,339,1945.087
5235,578,2563.299,5,46.370,8,100.050,5,33.660,7,83.440,2,45.540,4,33.560,8,58.740,0,0.000,6,66.780,5,35.540,6,42.920,5,38.750,0,0.000,4,16.860,2,15.450,2,19.920,6,32.005,5,60.240,2,17.220,6,42.490,4,36.700,5,29.570,3,28.540,6,54.040,684,3501.684
5236,63,253.888,0,0.000,1,7.475,0,0.000,0,0.000,1,7.920,1,0.660,1,5.280,1,6.600,1,6.600,2,13.200,0,0.000,1,6.660,1,10.360,1,13.200,1,10.360,0,0.000,1,6.660,0,0.000,1,6.660,1,6.290,0,0.000,2,13.320,0,0.000,1,6.660,81,381.793
5237,78,289.672,1,6.600,0,0.000,3,19.815,0,0.000,1,5.580,1,1.900,0,0.000,1,6.480,1,6.300,1,6.600,0,0.000,1,5.550,0,0.000,0,0.000,1,6.600,1,8.250,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,1,6.660,3,27.350,95,404.017
5238,1309,5429.216,12,86.190,8,68.970,21,247.970,16,127.310,10,162.200,12,87.795,12,63.560,8,52.545,12,94.550,13,96.500,15,87.320,18,145.640,11,112.100,14,103.540,9,56.450,9,68.270,9,60.885,10,74.750,9,73.755,9,68.745,14,94.140,16,275.580,6,40.590,16,147.675,1598,7926.246
5240,123,1032.586,0,0.000,1,15.850,1,12.600,0,0.000,2,13.215,0,0.000,6,90.715,0,0.000,4,98.220,1,6.660,1,6.960,2,43.360,0,0.000,5,86.800,5,79.290,4,43.420,2,28.120,1,9.990,0,0.000,1,24.750,2,45.330,0,0.000,1,18.330,2,26.640,164,1682.836
5241,427,2649.877,7,69.770,5,30.510,7,57.575,4,26.640,5,37.150,6,61.720,11,98.110,4,29.730,9,168.320,2,19.800,3,83.130,3,23.940,3,30.660,8,70.980,4,40.875,3,30.650,6,170.220,3,23.310,6,46.100,2,21.750,3,32.020,6,48.380,8,100.010,9,92.880,554,4064.107
5242,314,1865.302,1,7.920,2,16.500,3,37.190,4,21.390,2,51.810,4,60.060,3,32.670,1,6.600,1,6.600,3,27.800,4,50.220,1,13.320,1,7.400,7,75.690,7,106.320,1,13.320,3,30.340,0,0.000,2,13.320,7,53.710,8,101.720,2,27.890,2,14.430,7,76.740,390,2718.262
5243,162,1085.997,2,26.400,1,6.600,2,14.475,1,11.880,3,38.940,6,54.150,2,26.415,3,24.420,0,0.000,4,52.640,2,19.890,1,7.400,0,0.000,2,13.530,2,17.390,1,19.240,3,56.340,1,7.770,0,0.000,0,0.000,1,5.500,3,89.730,1,5.180,1,8.250,204,1592.137
5244,842,4455.526,7,81.090,7,52.190,10,84.830,6,40.985,4,27.120,10,117.475,15,180.190,11,131.575,12,143.065,9,72.370,14,162.140,7,112.220,9,92.230,10,79.680,9,123.220,2,14.385,4,50.920,12,107.495,6,60.560,7,73.480,14,144.060,8,79.640,4,34.760,13,135.060,1052,6656.266
