Small Unit Installation Postcode,Previous Years (2001-2019) - Installation Quantity,Previous Years (2001-2019) - SGU Output Rated Output In kW,Jan 2020 - Installations Quantity,Jan 2020 - SGU Rated Output In kW,Feb 2020 - Installations Quantity,Feb 2020 - SGU Rated Output In kW,Mar 2020 - Installations Quantity,Mar 2020 - SGU Rated Output In kW,Apr 2020 - Installations Quantity,Apr 2020 - SGU Rated Output In kW,May 2020 - Installations Quantity,May 2020 - SGU Rated Output In kW,Jun 2020 - Installations Quantity,Jun 2020 - SGU Rated Output In kW,Jul 2020 - Installations Quantity,Jul 2020 - SGU Rated Output In kW,Aug 2020 - Installations Quantity,Aug 2020 - SGU Rated Output In kW,Sep 2020 - Installations Quantity,Sep 2020 - SGU Rated Output In kW,Oct 2020 - Installations Quantity,Oct 2020 - SGU Rated Output In kW,Nov 2020 - Installations Quantity,Nov 2020 - SGU Rated Output In kW,Dec 2020 - Installations Quantity,Dec 2020 - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
3818,1801,7644.753,11,43.615,22,103.210,23,169.015,26,106.790,22,89.765,20,128.540,27,150.055,22,183.630,27,227.060,26,166.735,21,136.090,20,264.550,14,125.540,24,196.795,26,211.540,24,156.515,21,155.705,25,291.970,21,153.520,22,149.555,13,99.350,17,134.535,31,336.740,21,233.250,2327,11658.823
3820,1689,7806.111,20,107.005,25,157.950,21,99.975,12,64.530,19,107.025,26,184.645,17,124.075,16,136.395,33,274.765,33,231.250,25,182.445,19,182.415,27,189.930,29,232.255,16,94.860,24,172.265,26,206.750,17,154.130,24,204.025,27,231.935,11,81.995,16,129.015,39,278.840,23,171.405,2234,11805.991
3821,392,1940.438,0,0.000,4,56.800,2,30.525,5,97.080,4,26.955,3,25.080,1,3.780,2,19.800,5,40.210,4,119.000,4,97.020,5,73.810,4,27.585,4,27.970,9,67.635,6,46.170,2,30.100,3,19.970,2,16.560,8,74.870,4,36.400,4,35.750,3,27.270,6,83.250,486,3024.028
3822,116,506.493,2,12.025,0,0.000,1,6.600,2,23.370,1,6.600,1,1.980,0,0.000,1,6.600,1,6.660,1,8.030,0,0.000,1,5.940,0,0.000,0,0.000,1,8.140,2,15.540,0,0.000,3,32.440,0,0.000,2,33.180,0,0.000,0,0.000,1,10.400,2,12.900,138,696.898
3823,287,1305.552,4,20.385,5,31.070,5,37.490,3,86.460,5,29.480,1,6.600,3,16.790,2,105.860,2,12.040,7,41.640,3,14.870,3,27.310,2,12.500,5,34.110,2,13.260,3,19.860,1,14.400,5,40.630,3,19.580,1,6.660,1,6.660,2,11.840,2,24.990,3,22.480,360,1962.517
3824,544,2343.951,5,30.425,3,44.820,5,117.230,3,49.830,6,36.220,6,37.305,3,20.050,7,50.390,10,55.460,6,46.450,4,28.470,1,11.880,2,53.960,2,12.865,4,26.210,8,53.140,1,6.660,3,36.940,7,39.210,1,38.720,6,73.095,4,29.940,9,94.240,9,62.020,659,3399.481
3825,2225,9354.083,17,187.335,16,85.225,23,280.370,15,152.960,12,90.540,22,170.090,23,146.685,9,99.080,16,99.915,22,142.590,20,229.050,18,124.320,19,114.990,32,248.180,24,180.080,31,231.740,13,82.590,27,202.970,19,150.825,22,158.040,27,192.450,16,141.185,17,127.810,18,133.640,2703,13126.743
3831,300,1257.320,2,20.330,3,16.500,3,21.145,2,13.100,3,20.320,1,6.600,6,47.580,2,11.550,3,19.460,4,42.945,1,8.140,1,6.660,4,23.690,2,15.910,2,6.135,1,6.660,3,35.860,2,10.945,3,25.080,2,19.860,2,18.075,1,99.000,5,49.620,5,69.930,363,1872.415
3832,42,216.925,0,0.000,0,0.000,1,3.300,0,0.000,1,13.200,0,0.000,0,0.000,0,0.000,1,10.200,1,7.300,0,0.000,1,7.000,1,5.110,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.395,1,29.700,51,309.790
3833,50,269.141,0,0.000,1,3.850,0,0.000,1,21.450,0,0.000,0,0.000,0,0.000,1,5.530,1,3.850,0,0.000,1,5.600,1,6.660,1,3.330,0,0.000,1,19.980,0,0.000,0,0.000,1,5.920,0,0.000,1,3.700,1,6.660,0,0.000,0,0.000,1,6.660,62,362.331
3835,58,458.310,0,0.000,1,5.280,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,0,0.000,2,10.620,0,0.000,0,0.000,0,0.000,0,0.000,1,6.630,0,0.000,0,0.000,0,0.000,1,6.660,1,13.320,65,510.720
3840,1492,7792.407,7,33.000,9,79.035,22,327.955,17,118.150,4,24.850,9,71.715,15,221.970,10,84.340,18,222.895,14,180.710,14,212.330,16,164.540,14,99.330,21,222.320,16,199.055,23,210.560,20,128.570,15,120.250,12,143.700,16,306.665,11,90.385,16,106.340,15,127.850,17,146.605,1843,11435.527
3842,444,1777.427,2,46.130,5,30.290,6,45.470,5,27.440,2,11.250,6,38.010,7,56.890,5,28.380,6,36.070,4,23.870,2,14.580,9,61.410,2,26.500,6,38.590,4,29.040,5,26.300,6,24.175,7,40.620,4,21.175,4,25.900,4,17.855,3,25.100,8,56.615,2,12.750,558,2541.837
3844,2600,12398.145,17,161.620,23,139.110,44,356.095,31,318.855,32,239.040,29,246.935,35,231.875,32,214.225,21,162.750,38,297.405,32,325.480,24,304.805,25,201.750,37,294.435,38,415.320,28,213.600,30,236.440,34,428.230,26,188.965,38,303.270,32,299.140,28,278.480,36,304.390,32,516.350,3342,19076.710
3847,291,1343.680,1,6.600,1,6.600,4,33.030,1,6.600,2,25.080,2,28.200,1,6.600,2,13.260,2,11.165,5,54.300,5,32.320,4,53.490,2,11.760,2,55.500,6,50.070,3,21.090,1,34.860,5,24.670,3,32.500,2,12.580,1,2.960,2,11.460,2,11.840,6,120.850,356,2011.065
3850,1288,6613.614,7,41.145,13,79.815,14,96.210,12,100.690,14,176.780,11,193.600,12,77.740,18,201.560,17,117.110,16,117.645,9,50.080,18,150.170,10,76.220,10,77.140,13,134.780,13,68.740,11,69.090,7,122.230,9,102.660,16,129.350,14,149.360,14,75.895,18,170.020,12,153.070,1596,9344.714
3851,1073,4292.632,7,43.750,9,55.500,15,88.315,8,64.370,12,84.210,14,93.610,9,56.070,14,141.320,19,143.810,8,51.600,10,68.065,20,190.860,1,6.600,11,89.510,19,215.380,19,140.050,5,36.140,9,63.620,14,128.490,12,79.090,13,113.460,9,61.700,5,43.290,12,139.230,1347,6490.672
3852,3,108.960,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,108.960
3853,9,36.365,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,9,36.365
3854,161,764.775,2,13.200,2,12.360,1,3.300,0,0.000,0,0.000,3,21.780,1,26.400,2,11.880,2,10.560,3,19.800,4,27.600,1,8.880,1,6.650,5,36.600,1,6.630,2,13.660,4,40.580,3,19.980,2,14.370,3,23.680,1,5.920,4,31.950,2,19.020,2,11.100,212,1150.675
3856,169,814.855,0,0.000,3,18.480,2,11.800,3,114.090,1,6.600,1,21.780,1,6.600,1,6.300,0,0.000,0,0.000,1,4.810,1,9.990,0,0.000,1,6.660,3,29.540,0,0.000,0,0.000,1,9.620,0,0.000,1,6.600,2,18.870,1,6.660,1,6.660,0,0.000,193,1099.915
3857,64,239.645,1,12.060,4,26.900,0,0.000,0,0.000,1,6.600,0,0.000,1,4.950,0,0.000,1,4.950,1,10.375,0,0.000,1,9.900,0,0.000,0,0.000,0,0.000,1,19.980,0,0.000,3,34.200,0,0.000,0,0.000,0,0.000,0,0.000,1,3.330,0,0.000,79,372.890
3858,447,2384.374,6,38.440,8,48.615,8,80.540,3,15.720,4,119.200,3,15.120,8,141.970,6,34.665,10,162.085,8,105.670,6,52.675,5,147.200,6,51.640,4,22.940,9,158.900,5,50.540,5,38.650,6,112.720,5,55.010,2,11.000,11,91.610,4,26.830,4,63.080,1,6.630,584,4035.824
3859,134,1194.207,0,0.000,0,0.000,2,17.160,1,6.600,1,72.000,2,15.180,0,0.000,0,0.000,2,33.020,1,19.800,0,0.000,0,0.000,3,25.410,2,13.320,0,0.000,0,0.000,1,6.660,0,0.000,2,15.170,1,6.660,0,0.000,0,0.000,0,0.000,2,14.660,154,1439.847
3860,884,4016.560,5,29.000,8,59.475,5,32.550,8,48.640,6,42.220,6,45.050,6,70.590,5,40.960,15,119.160,5,123.850,13,112.600,10,72.770,6,43.600,10,71.210,9,151.550,5,116.850,4,16.620,9,161.380,3,33.400,5,33.670,6,76.145,8,70.030,4,27.760,3,18.500,1048,5634.140
3862,485,2346.196,7,42.520,2,11.630,0,0.000,3,22.965,3,27.600,3,23.400,4,50.160,6,42.020,12,81.270,10,56.640,5,38.540,4,71.520,6,35.130,6,40.850,4,32.810,7,60.990,4,20.480,9,72.400,4,78.010,4,27.900,2,11.725,3,27.360,8,59.530,5,33.870,606,3315.516
3864,38,184.946,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.290,0,0.000,0,0.000,0,0.000,1,6.400,0,0.000,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,0,0.000,0,0.000,1,6.660,0,0.000,1,11.840,0,0.000,0,0.000,0,0.000,43,222.796
3865,86,561.319,1,27.360,2,12.980,2,11.880,0,0.000,2,10.590,1,6.500,3,19.110,1,4.620,1,6.600,1,29.160,1,58.320,0,0.000,1,5.180,1,6.600,0,0.000,1,13.320,2,12.580,0,0.000,2,13.780,1,8.140,1,5.180,0,0.000,1,6.600,1,6.630,112,826.449
3869,238,1017.013,1,12.800,1,6.600,4,60.720,3,15.770,0,0.000,2,10.890,4,29.790,5,30.030,2,11.780,4,29.290,3,35.850,3,20.650,3,28.740,0,0.000,2,9.960,2,15.170,0,0.000,2,21.120,1,9.990,3,32.020,6,42.120,1,9.250,2,12.900,6,41.270,298,1503.723
3870,230,787.133,0,0.000,3,12.030,2,8.370,2,18.480,0,0.000,2,77.885,1,6.650,0,0.000,2,13.200,1,6.660,1,6.600,0,0.000,3,15.540,4,25.750,0,0.000,2,10.170,1,5.550,4,29.125,2,15.000,1,6.660,1,14.040,2,12.625,0,0.000,1,5.460,265,1076.928
3871,407,1867.151,1,5.400,3,32.410,2,9.220,1,5.940,1,6.600,4,28.050,2,10.230,3,18.600,5,25.240,3,18.480,3,17.200,4,32.770,3,18.600,2,13.260,3,31.080,2,32.560,11,97.370,6,98.280,7,59.730,3,20.700,1,9.680,6,41.330,6,37.670,4,37.500,493,2575.051
3873,56,289.975,1,6.600,0,0.000,1,6.120,1,8.580,0,0.000,0,0.000,0,0.000,0,0.000,1,13.200,0,0.000,2,12.150,0,0.000,0,0.000,0,0.000,2,20.810,1,6.660,0,0.000,1,6.660,1,11.880,0,0.000,0,0.000,2,10.730,0,0.000,0,0.000,69,393.365
3874,129,626.925,1,3.150,0,0.000,1,6.600,0,0.000,1,6.000,0,0.000,1,6.600,0,0.000,1,6.600,0,0.000,3,25.240,3,15.420,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,1,6.270,0,0.000,2,19.800,0,0.000,0,0.000,1,5.400,1,6.660,146,741.265
3875,2242,10790.686,8,118.605,28,156.765,24,268.850,14,85.405,34,257.160,29,312.490,31,201.831,34,254.850,26,161.450,35,248.000,30,234.010,27,257.470,23,172.000,32,224.800,23,155.940,27,202.665,21,140.420,31,319.075,39,280.315,26,162.160,30,257.890,30,282.660,29,295.015,22,304.810,2895,16145.322
3878,202,834.417,1,10.080,3,13.140,1,6.600,3,18.960,3,18.280,2,13.000,2,8.610,1,2.275,1,6.660,7,47.890,10,57.035,2,13.200,4,24.480,4,23.660,4,25.465,0,0.000,1,6.660,3,23.680,1,5.550,2,51.660,1,6.660,8,82.820,5,41.715,3,19.720,274,1362.217
3880,599,2339.516,2,20.560,6,30.930,4,32.970,6,33.370,12,64.650,5,36.265,10,55.320,10,53.745,22,140.030,16,90.445,10,63.820,8,51.870,11,71.950,11,73.390,3,19.610,9,64.980,10,58.870,1,6.660,10,61.660,3,20.690,6,38.100,5,27.350,9,56.610,12,83.210,800,3596.571
3882,189,875.591,1,5.280,1,3.630,3,19.680,3,13.890,3,14.800,0,0.000,3,22.950,2,13.000,6,49.600,4,30.310,2,17.060,1,6.600,1,6.500,0,0.000,3,22.660,1,6.600,1,6.600,0,0.000,2,13.260,9,59.760,2,11.880,1,6.630,4,23.625,2,14.070,244,1243.976
3885,319,1255.714,3,14.500,1,10.075,1,1.980,5,45.430,1,5.940,1,6.150,2,6.000,3,32.240,1,12.580,3,19.540,0,0.000,3,19.800,1,6.600,9,55.705,1,5.280,5,28.880,0,0.000,2,21.580,5,27.610,2,9.735,3,22.160,4,34.780,3,16.180,0,0.000,378,1658.459
3886,53,242.145,0,0.000,1,6.600,1,10.560,0,0.000,0,0.000,1,6.400,1,5.500,1,6.400,2,19.310,2,46.940,0,0.000,1,6.600,0,0.000,0,0.000,1,3.300,1,13.320,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,1,5.180,0,0.000,0,0.000,67,378.855
3887,49,292.779,0,0.000,0,0.000,0,0.000,0,0.000,1,4.590,0,0.000,0,0.000,0,0.000,1,7.920,1,4.620,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,17.020,0,0.000,0,0.000,1,6.660,0,0.000,2,13.320,0,0.000,0,0.000,1,7.770,58,354.679
3888,497,2141.714,3,18.770,5,29.500,5,29.950,4,30.110,6,43.840,5,25.735,7,44.060,1,6.290,4,28.800,4,26.710,8,50.355,11,94.780,1,6.660,2,13.320,6,33.480,11,116.815,14,101.720,6,38.550,6,38.620,3,19.140,3,19.200,4,54.020,5,37.000,3,26.640,624,3075.779
3889,27,99.739,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,3,22.950,0,0.000,0,0.000,1,6.600,1,6.600,1,6.660,2,13.320,0,0.000,1,5.180,0,0.000,0,0.000,0,0.000,1,6.660,37,167.709
3890,48,221.962,0,0.000,0,0.000,0,0.000,2,9.550,2,16.460,0,0.000,2,5.940,2,11.880,1,6.600,0,0.000,1,1.980,2,13.340,0,0.000,0,0.000,0,0.000,0,0.000,1,3.300,1,7.800,0,0.000,1,5.180,0,0.000,2,21.090,0,0.000,0,0.000,65,325.082
3891,36,105.345,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,4.620,0,0.000,0,0.000,1,6.600,0,0.000,1,12.000,0,0.000,0,0.000,1,4.800,0,0.000,0,0.000,0,0.000,0,0.000,2,14.160,0,0.000,42,147.525
3892,235,794.657,0,0.000,1,6.480,1,6.600,3,30.000,2,12.760,4,31.020,3,17.860,0,0.000,4,20.740,2,10.460,2,17.150,2,15.740,1,6.660,3,17.150,1,6.600,8,42.330,3,15.420,3,15.300,2,20.820,2,13.320,1,3.700,5,30.975,1,6.630,2,18.500,291,1160.872
3893,4,31.555,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,4,31.555
3895,25,128.835,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.600,1,4.440,2,13.290,0,0.000,0,0.000,0,0.000,30,159.765
3896,51,273.485,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.270,0,0.000,0,0.000,1,6.600,0,0.000,1,10.450,2,10.640,0,0.000,0,0.000,1,4.900,0,0.000,2,13.260,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,2,18.630,62,350.835
3898,109,527.659,0,0.000,1,4.620,0,0.000,0,0.000,0,0.000,0,0.000,1,2.970,0,0.000,1,6.500,0,0.000,3,36.690,1,23.700,2,16.170,1,5.850,1,6.660,1,11.840,0,0.000,2,8.360,1,5.200,1,6.660,0,0.000,4,23.277,1,5.395,1,19.500,131,711.051
3900,24,104.775,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,2.640,0,0.000,0,0.000,1,7.800,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.400,28,128.215
3902,55,263.617,1,5.040,1,12.950,0,0.000,0,0.000,1,5.280,3,17.640,3,20.900,3,21.170,1,3.960,1,9.240,1,10.560,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,6.290,2,13.260,1,6.660,1,3.795,1,11.100,2,8.510,0,0.000,78,419.972
3903,116,510.323,1,6.500,0,0.000,2,43.920,0,0.000,1,5.940,0,0.000,2,9.800,1,8.505,1,8.050,0,0.000,0,0.000,0,0.000,0,0.000,3,14.800,0,0.000,0,0.000,1,5.180,1,10.240,2,9.075,0,0.000,2,9.300,1,7.400,0,0.000,1,6.660,135,655.693
3904,294,1220.772,2,10.480,7,38.720,6,34.100,2,12.370,5,26.000,2,11.680,4,22.040,4,24.530,7,39.170,6,50.070,6,39.190,2,12.900,4,26.340,6,48.610,2,14.800,3,22.880,4,28.460,2,11.830,4,34.420,4,26.520,5,42.180,7,49.950,2,13.290,3,21.270,393,1882.572
3909,1125,5111.980,5,28.490,10,52.940,12,80.165,11,68.865,14,77.725,11,77.480,14,89.450,9,51.890,14,84.060,18,109.760,12,68.430,8,46.490,13,90.895,17,101.395,19,120.130,15,90.690,8,42.305,8,85.270,10,59.835,24,170.590,14,91.475,12,116.885,14,91.440,5,35.300,1422,7043.935
3910,1898,7422.196,25,159.250,26,169.410,13,73.315,9,67.845,24,151.330,23,136.035,26,162.350,4,25.785,3,25.910,10,71.840,34,238.685,25,170.640,19,125.070,28,188.910,29,192.035,29,220.045,20,161.945,20,175.380,33,224.415,23,161.260,19,149.235,15,134.900,21,168.530,18,169.030,2394,10945.346
3911,356,2065.414,2,11.655,6,31.900,5,27.840,6,55.205,5,41.250,4,29.415,4,23.820,0,0.000,1,11.880,4,33.890,6,47.910,5,58.770,2,14.740,3,38.250,3,121.750,2,21.290,2,15.910,5,58.400,8,77.225,2,13.320,2,9.990,2,17.970,5,47.940,0,0.000,440,2875.734
3912,1438,6187.220,8,47.995,12,74.920,17,205.000,12,80.190,13,92.100,12,90.310,19,186.485,5,45.540,0,0.000,9,56.455,25,285.010,23,224.685,13,97.570,16,178.460,17,197.030,21,168.725,13,124.640,17,136.445,19,151.950,20,173.340,13,108.340,12,91.365,22,187.945,17,185.480,1793,9377.200
3913,347,1592.241,1,12.650,9,58.865,6,45.540,2,44.550,3,20.220,3,20.360,6,80.605,0,0.000,0,0.000,3,34.660,5,155.295,3,31.110,2,91.080,3,34.490,5,37.870,6,65.120,6,40.050,3,17.830,1,6.660,6,57.510,4,25.160,4,28.820,5,59.230,5,55.155,438,2615.071
3915,863,4089.106,9,50.795,8,52.105,18,92.835,8,87.470,10,156.015,12,96.875,28,229.740,3,51.110,5,14.045,12,85.025,27,218.790,17,100.370,13,250.875,13,109.560,15,99.070,9,48.855,13,87.425,14,115.975,16,114.250,8,49.320,10,98.820,6,81.630,10,92.290,6,53.145,1153,6525.496
3916,172,951.358,2,7.875,2,17.560,3,19.515,2,15.510,1,9.750,2,42.930,2,19.270,1,19.175,2,39.150,2,30.975,5,82.705,4,53.730,4,31.820,4,33.490,3,30.340,4,26.520,0,0.000,3,35.150,1,12.600,3,29.870,4,50.040,1,4.980,2,38.480,1,5.550,230,1608.343
3918,535,2201.468,16,81.680,16,93.095,12,73.345,8,59.925,4,27.370,2,12.270,20,125.310,2,9.960,1,6.600,4,29.970,11,74.270,10,74.590,7,51.720,1,4.620,3,17.020,5,37.380,8,53.250,4,27.880,3,22.510,5,36.440,2,20.720,11,94.140,5,48.770,5,52.160,700,3336.463
3919,303,1102.780,6,41.910,1,4.200,3,17.895,1,6.600,3,13.900,3,17.880,10,68.370,0,0.000,0,0.000,3,28.260,7,41.250,1,7.400,2,11.840,3,21.600,5,41.270,2,10.360,2,14.800,5,31.050,5,33.300,1,12.950,2,12.470,2,10.950,2,9.420,3,97.440,375,1657.895
3921,58,176.096,2,7.440,1,7.600,1,19.200,0,0.000,0,0.000,5,33.750,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,2,5.570,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,10.360,1,1.280,2,5.280,0,0.000,0,0.000,2,11.835,2,14.393,77,292.804
3922,1343,6485.254,16,106.970,15,127.100,20,142.785,23,160.570,11,64.050,23,232.115,21,137.030,21,132.915,40,235.530,29,184.125,26,205.100,30,201.800,20,149.460,24,154.155,22,134.380,34,224.180,33,330.340,24,191.480,20,271.280,21,176.360,17,130.150,16,203.920,12,87.010,20,171.820,1881,10639.879
3923,136,547.977,0,0.000,2,12.600,1,13.200,1,6.270,1,6.000,1,6.600,0,0.000,2,16.680,1,7.590,2,10.620,3,19.200,1,5.180,3,18.785,0,0.000,2,13.320,1,5.920,2,13.260,0,0.000,3,17.390,0,0.000,0,0.000,1,6.660,0,0.000,4,32.025,167,759.277
3925,545,2749.111,5,31.020,11,72.930,3,19.800,4,24.015,13,70.490,10,68.670,14,85.530,11,75.950,9,61.710,10,63.690,12,77.420,9,55.410,10,68.670,5,36.090,10,74.550,9,67.630,7,44.460,12,75.840,11,78.090,14,164.800,13,90.700,13,115.460,12,194.390,9,70.630,781,4537.056
3926,460,2170.306,3,26.140,5,42.600,3,8.200,1,6.615,3,11.725,11,94.700,8,54.250,3,22.760,1,4.950,7,46.310,13,118.505,9,73.365,6,49.960,7,54.590,8,58.530,8,65.620,6,55.350,17,118.800,10,79.440,4,122.985,4,42.440,4,34.410,6,62.350,8,60.480,615,3485.381
3927,258,1096.307,2,13.200,2,10.480,1,8.580,7,47.105,4,26.215,1,5.280,4,27.495,0,0.000,0,0.000,3,19.920,11,72.410,1,10.400,6,39.100,6,38.340,4,34.050,3,24.220,6,42.080,3,24.380,5,34.430,1,9.620,6,57.090,5,37.490,5,50.120,6,31.860,350,1760.172
3928,79,586.526,1,3.025,1,10.560,1,9.900,0,0.000,1,5.610,0,0.000,3,37.500,1,9.585,1,7.920,4,38.145,1,17.160,1,9.620,2,19.290,0,0.000,1,8.750,0,0.000,0,0.000,0,0.000,0,0.000,0,0.000,1,18.870,1,6.160,0,0.000,0,0.000,99,788.621
3929,201,1179.307,1,6.660,4,29.260,5,42.410,4,29.070,3,35.700,3,19.605,1,5.280,3,19.150,0,0.000,4,61.620,4,22.190,6,60.520,3,23.000,2,14.800,6,61.910,3,22.060,1,7.770,1,6.660,6,42.890,7,104.480,1,6.660,5,56.560,6,73.830,4,69.870,284,2001.262
3930,1376,6452.241,12,87.060,19,160.460,18,124.520,25,199.525,11,68.115,15,156.270,18,138.995,2,13.200,2,14.910,11,106.800,35,295.540,35,344.355,11,88.760,17,145.840,28,244.640,17,126.570,14,122.485,13,124.260,21,231.430,18,184.290,15,148.405,14,140.850,23,221.505,27,269.405,1797,10210.431
3931,2100,7798.823,18,190.030,30,298.245,27,170.945,29,213.430,22,146.680,17,112.155,21,138.440,4,35.190,5,26.500,21,130.860,43,284.560,30,227.520,27,209.720,29,249.770,27,166.380,26,278.630,25,252.120,24,217.325,26,185.620,18,154.080,22,171.245,27,315.180,25,170.400,27,240.280,2670,12384.128
3933,128,1241.689,1,13.300,3,21.440,0,0.000,1,6.600,1,5.100,1,18.000,0,0.000,0,0.000,0,0.000,1,6.600,0,0.000,3,28.240,1,11.100,2,13.250,1,5.920,1,13.320,1,7.260,1,4.440,1,13.200,0,0.000,1,10.010,0,0.000,2,19.980,1,13.300,151,1452.749
3934,1702,6835.099,17,145.095,21,151.705,22,157.980,25,168.500,21,156.935,18,118.100,28,237.945,3,20.200,3,35.700,22,161.300,35,262.010,28,246.475,19,146.990,30,215.965,26,194.470,19,147.150,23,174.090,14,146.280,23,186.720,18,142.000,15,137.850,17,195.895,29,252.085,29,249.230,2207,10885.769
3936,1097,4625.199,8,52.565,19,131.055,17,139.390,15,92.150,10,63.535,17,104.265,12,77.740,4,28.860,5,31.550,15,116.545,37,269.730,20,254.990,13,101.540,22,176.360,23,167.390,19,157.020,10,87.490,14,116.040,17,238.820,12,99.790,8,54.015,15,190.455,11,88.095,12,97.290,1452,7561.879
3937,207,1288.347,2,17.195,1,5.400,2,19.740,4,33.225,1,8.750,7,75.505,4,48.100,1,16.250,2,15.760,6,159.790,5,56.150,1,11.220,0,0.000,3,31.790,1,7.920,3,46.380,2,23.220,3,32.610,4,31.500,2,17.020,3,29.910,4,24.820,3,54.690,5,43.660,276,2098.952
3938,356,1302.737,3,17.405,5,35.650,4,23.100,3,23.955,3,35.350,6,34.810,6,50.910,1,6.600,2,14.920,8,48.390,7,56.740,5,30.285,4,31.510,3,19.720,6,41.130,3,20.190,4,31.950,3,18.120,6,45.160,4,26.060,4,36.260,4,31.480,5,30.535,4,37.515,459,2050.482
3939,1553,6654.688,16,107.100,13,87.945,14,105.015,15,100.590,17,107.630,13,110.735,32,258.790,14,276.760,3,27.210,15,98.410,35,283.855,33,275.175,10,68.360,26,169.860,16,115.330,25,191.285,20,137.305,20,171.420,16,163.925,18,147.545,9,59.615,15,116.235,20,211.750,20,167.244,1988,10213.777
3940,337,1210.226,8,91.655,3,23.610,4,24.450,0,0.000,5,26.205,4,41.160,8,56.430,1,19.800,2,7.920,7,43.115,9,59.005,6,40.950,2,11.100,10,73.410,6,35.870,3,18.440,3,20.810,1,3.630,2,15.170,3,17.470,8,49.580,9,56.320,7,39.930,5,135.440,453,2121.696
3941,1331,5168.178,9,67.185,15,86.070,25,131.075,16,95.740,19,137.570,23,148.320,17,120.675,7,53.460,5,38.090,11,116.705,36,237.845,24,177.620,21,137.220,21,145.650,24,163.095,26,184.550,19,145.045,13,97.010,22,183.870,16,125.140,15,122.490,24,187.770,19,184.080,21,169.065,1779,8423.518
3942,332,1312.656,2,13.215,2,11.190,10,63.100,6,30.320,7,49.470,5,32.415,4,26.150,1,6.650,5,41.400,5,38.590,7,42.690,8,72.100,7,46.020,7,63.760,7,73.090,7,45.720,4,28.980,4,29.860,4,33.300,8,58.130,8,84.840,5,38.760,8,71.020,9,81.380,472,2394.806
