Small Unit Installation Postcode,Previous Years (2001-2021) - Installation Quantity,Previous Years (2001-2021) - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output In kW,Jun 2022 - Installations Quantity,Jun 2022 - SGU Rated Output In kW,Jul 2022 - Installations Quantity,Jul 2022 - SGU Rated Output In kW,Aug 2022 - Installations Quantity,Aug 2022 - SGU Rated Output In kW,Sep 2022 - Installations Quantity,Sep 2022 - SGU Rated Output In kW,Oct 2022 - Installations Quantity,Oct 2022 - SGU Rated Output In kW,Nov 2022 - Installations Quantity,Nov 2022 - SGU Rated Output In kW,Dec 2022 - Installations Quantity,Dec 2022 - SGU Rated Output In kW,Jan 2023 - Installations Quantity,Jan 2023 - SGU Rated Output In kW,Feb 2023 - Installations Quantity,Feb 2023 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
2782,840,3918.687,2,20.15,4,37.05,9,74.6,4,25.5,6,51.86,10,115.315,5,35.245,7,54.87,13,107.775,8,63.21,22,178.49,12,90.105,12,89.815,6,51.08,960,4913.752
2783,337,1460.919,1,10.53,1,7.03,3,18.775,1,8.14,2,11.74,4,34.7,3,22.42,7,49.075,6,40.6,2,22.92,3,24.44,5,38.6,4,27.385,1,5.395,380,1782.669
2784,185,699.211,1,8.51,1,14.06,2,14.24,0,0,2,17.71,4,32.895,2,26.56,0,0,3,22.52,4,35.545,3,19.67,2,14.525,1,6.64,0,0,210,912.086
2785,690,3166.051,0,0,6,38.98,4,26.64,6,42.37,7,47.64,9,104.655,6,44.11,7,51.22,10,76.29,4,30.915,14,130.885,12,98.06,7,65.55,12,92.185,794,4015.551
2786,196,927.257,0,0,1,8.88,3,23.12,2,17.23,0,0,2,14.125,1,6,3,23.23,1,6.66,3,15.38,3,21.02,1,13.68,0,0,0,0,216,1076.582
2787,611,3214.394,1,13.2,6,45.17,11,74.415,8,71.085,2,9.775,3,32.56,5,29.285,7,51.24,8,74.055,6,106.47,6,38.535,9,174.74,3,17.98,6,31.54,692,3984.444
2790,1745,10213.413,9,81.755,53,250.045,55,329.45,12,90.34,22,183.135,13,95.655,14,140.195,18,157.18,14,172.435,18,214.03,14,134.98,16,193.6,36,118.065,29,104.695,2068,12478.973
2791,55,385.335,0,0,0,0,3,45.93,0,0,0,0,0,0,1,10.73,1,10.36,0,0,1,11.2,1,6.64,2,17.16,0,0,0,0,64,487.355
2792,53,421.781,0,0,5,35.88,1,6.63,0,0,0,0,0,0,0,0,0,0,0,0,1,10.79,1,13.53,0,0,0,0,0,0,61,488.611
2793,202,955.991,0,0,0,0,3,19.5,2,22.5,3,22.38,2,13.29,0,0,1,3.28,3,19.92,0,0,4,40.97,0,0,1,8.3,1,12,222,1118.131
2794,1692,10067.158,9,92.44,25,213.445,25,216.165,14,101.89,12,97.12,21,221.26,9,82.905,14,110.92,7,76.705,16,135.765,15,134.94,9,90.995,1,6.66,4,46.68,1873,11695.048
2795,5595,34857.4,34,304.288,163,1072.57,114,907.635,45,415.051,52,542.225,76,710.55,60,554.445,33,272.02,62,673.265,36,341.9,48,466.415,40,447.33,42,247.945,22,216.045,6422,42029.084
2797,65,346.895,0,0,3,21.06,2,18.36,0,0,0,0,1,6.6,2,40.98,0,0,1,10.79,1,9.13,0,0,1,10.73,0,0,0,0,76,464.545
2798,333,1897.275,1,12.58,3,28.48,6,60.32,0,0,5,46.96,2,13.29,6,63.84,1,8,3,29.87,2,15.36,2,17.765,1,9.96,1,3.735,2,14.11,368,2221.545
2799,462,2820.99,4,46.59,9,175.44,17,93.51,8,61.66,1,6.63,6,52.29,4,36.33,3,23.31,9,76.525,7,44.115,7,63.4,7,66.435,4,28.32,2,19.92,550,3615.465
2800,6029,38656,100,528.195,167,892.955,57,527.985,35,329.155,81,640.055,85,694.135,52,437.125,58,489.61,61,606.32,48,374.75,59,492.97,62,628.115,40,326.98,31,242.905,6965,45867.255
2803,67,643.302,0,0,1,3.9,1,6.63,0,0,0,0,0,0,0,0,0,0,1,6.64,1,6.64,0,0,1,6.66,0,0,0,0,72,673.772
2804,592,3442.675,11,80.375,5,44.935,3,21.4,3,23.26,6,41.54,7,58.69,4,24.55,9,60.025,7,140.58,6,49.88,4,37.375,1,6,1,10.79,2,19.92,661,4061.995
2805,59,324.413,1,11.7,0,0,0,0,0,0,0,0,0,0,3,47.61,3,22.66,0,0,0,0,1,10.92,1,10.73,0,0,0,0,68,428.033
2806,132,1016.05,1,6.66,1,38.85,2,10.9,2,18.54,0,0,3,18.87,2,14.82,0,0,2,14.6,2,13.32,0,0,1,8.8,0,0,0,0,148,1161.41
2807,92,424.051,1,10.36,2,14.8,0,0,2,16.8,0,0,1,6.24,0,0,0,0,1,6.66,1,5.07,1,6.64,1,12.75,0,0,0,0,102,503.371
2808,42,209.585,1,3.7,1,6.4,0,0,0,0,1,3.08,0,0,0,0,1,7.4,0,0,0,0,0,0,1,10.79,0,0,0,0,47,240.955
2809,44,244.435,0,0,0,0,0,0,0,0,0,0,2,10.34,2,26.58,0,0,0,0,1,6.56,2,9.13,0,0,0,0,0,0,51,297.045
2810,568,3529.618,2,29.49,4,40.68,3,25.18,5,51.26,2,26.06,5,35.94,7,58.43,9,71.705,8,59.72,2,20.455,7,138.16,4,69.785,6,54.785,3,39.84,635,4251.108
2817,42,251.175,0,0,0,0,1,6.66,1,9.25,1,10.8,0,0,0,0,0,0,0,0,1,6.225,1,6.64,1,2.73,0,0,0,0,48,293.48
2818,119,718.595,1,8.97,0,0,2,18.63,1,6.66,1,10.36,4,28.22,0,0,0,0,1,7.77,0,0,2,17.09,2,19.77,0,0,0,0,133,836.065
2820,1009,5588.388,4,26.61,7,55.165,4,39.56,5,47.91,5,49.83,10,69.685,5,42.31,3,53.36,7,113.505,4,38.64,8,49.91,8,88.49,4,24.64,6,51.3,1089,6339.303
2821,1105,5967.595,5,35.52,6,62.93,8,51.685,2,13.04,4,28.505,3,29.37,5,43.48,5,47.565,5,58.06,10,90.565,6,35.14,6,66.94,5,36.105,2,19.43,1177,6585.93
2822,45,424.47,0,0,1,10.36,0,0,0,0,0,0,0,0,1,10.4,0,0,0,0,0,0,0,0,1,5.52,0,0,0,0,48,450.75
2823,343,1935.085,0,0,1,4.95,0,0,0,0,3,25.5,1,3.735,5,38.82,2,13.23,2,17.02,1,6.64,5,32.13,0,0,1,6.64,1,4.98,365,2088.73
2824,527,2854.335,2,22.29,8,153.53,9,60.3,3,30.9,0,0,2,19.46,7,59.88,1,8.1,2,13.03,6,34.86,2,13.24,8,178.235,1,16.2,0,0,578,3464.36
2825,449,2522.05,1,6.66,2,10.36,0,0,1,6.66,0,0,0,0,6,74.43,1,10.92,1,6.66,1,13.695,0,0,0,0,0,0,1,10.36,463,2661.795
2826,39,230.01,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,13.2,0,0,0,0,0,0,42,255.87
2827,845,4356.408,1,5.18,0,0,4,27.66,3,18.84,0,0,5,62.675,4,24.77,4,37.15,5,36.77,2,10.525,7,69.27,4,38.01,0,0,2,24.09,886,4711.348
2828,177,1116.285,29,137.78,0,0,0,0,1,10.36,0,0,0,0,3,27.36,0,0,0,0,2,12.45,1,13.28,0,0,0,0,2,14.94,215,1332.455
2829,691,3794.594,41,182.83,13,66.97,6,39.81,15,106.83,5,25.68,2,13.3,0,0,6,57.695,3,19.505,11,65.155,1,6.64,2,19.89,4,30.545,0,0,800,4429.444
2830,9312,45961.754,27,215.86,86,809.67,48,428.105,41,327.715,47,429.07,51,481.435,34,270.325,59,516.94,59,514.325,51,509.83,60,549.225,51,640.52,17,143.51,41,362.89,9984,52161.174
2831,561,2409.505,3,16.185,4,30.33,2,14.85,1,9.84,3,14.98,3,28.18,0,0,4,40.46,8,94.87,2,17.06,1,19.98,1,6.64,1,6.66,0,0,594,2709.54
2832,497,2960.535,0,0,1,6.63,38,275.28,39,223.75,1,21.58,2,12.42,0,0,1,6.4,0,0,0,0,0,0,1,13.28,0,0,1,4.98,581,3524.855
2833,161,707.175,0,0,1,13.26,44,235.76,0,0,1,13.32,0,0,0,0,0,0,1,13.28,0,0,0,0,5,59.405,0,0,0,0,213,1042.2
2834,644,2636.14,0,0,0,0,7,41.44,3,29.31,1,6,0,0,9,71.81,7,71.04,4,43.11,1,12.8,0,0,0,0,2,13.04,1,19.92,679,2944.61
2835,905,4438.53,1,13.32,7,61.33,1,6.4,42,257.3,7,61.97,5,36.64,9,69.21,12,146.715,6,54.255,0,0,19,156.455,7,68.06,6,64.51,8,106.14,1035,5540.835
2836,183,972.99,0,0,2,13.29,1,13.32,54,335.75,14,82.19,2,21.03,0,0,0,0,1,36,0,0,0,0,0,0,0,0,1,6.64,258,1481.21
2838,25,194.33,3,17.76,44,258.26,4,32.56,2,26.64,0,0,0,0,0,0,1,13.32,1,13.28,0,0,0,0,0,0,0,0,0,0,80,556.15
2839,245,1300.69,0,0,66,360.01,31,141.34,0,0,0,0,2,15.05,1,6.66,0,0,1,9.96,0,0,0,0,1,4.98,1,25.92,0,0,348,1864.61
2840,677,3880.009,0,0,33,177.12,29,158.33,3,25.32,8,56.54,2,16.365,0,0,1,10.375,1,16.6,0,0,2,9.13,0,0,6,48.155,0,0,762,4397.944
2842,165,818.18,2,19.92,1,9.25,4,26.4,5,39.9,2,11.1,0,0,2,13.32,0,0,1,6.66,1,6,1,22.53,2,28.22,0,0,0,0,186,1001.48
2843,205,1232.51,4,23.16,6,36.33,8,54.87,7,61.24,4,23.97,5,37.05,9,89.03,3,37.84,4,26.32,1,6.24,6,51.64,5,47.905,2,13.68,1,7.6,270,1749.385
2844,305,1681.25,2,13.29,1,5.18,0,0,5,43.29,0,0,1,6.64,3,19.98,2,13.3,1,6.66,0,0,4,28.82,1,6.64,1,8.715,1,6.64,327,1840.405
2845,222,1154.385,2,16.99,5,73.98,23,90.115,4,27.3,3,36.27,1,21.6,4,25.42,3,22.41,2,13.27,3,28.14,3,26.32,0,0,11,60.175,0,0,286,1596.375
2846,74,286.96,0,0,0,0,2,16.38,1,7.8,2,8.74,0,0,0,0,2,37.62,0,0,0,0,0,0,1,10.53,0,0,0,0,82,368.03
2847,358,1858.135,2,13.28,1,7.8,17,86.88,4,38.22,5,37.47,4,45.86,2,17.19,2,17.94,2,15.44,3,34.78,7,68.05,5,49.45,1,13.28,0,0,413,2303.775
2848,193,1075.954,0,0,3,15.54,4,25.45,6,42.23,2,19.96,0,0,2,14.43,2,12.45,4,29.04,0,0,2,15.52,1,6.375,1,6.64,0,0,220,1263.589
2849,327,1746.809,1,6.29,1,6,4,31.16,2,13.29,3,27.46,0,0,3,41.37,3,26.46,5,39.25,1,3.9,4,43.28,0,0,1,10.625,5,56.73,360,2052.624
2850,2868,18016.45,26,190.21,47,461.93,30,242.79,15,137.57,25,184.82,23,189.76,17,123.2,29,238.565,29,247.695,14,170.345,34,318.54,19,213.53,17,122.725,15,136.455,3208,20994.585
2852,563,3504.664,4,26.61,5,43.74,2,19.98,5,79.83,2,16.76,0,0,2,13.76,3,20.77,3,24.98,6,56.17,14,113.965,5,38.895,2,12.035,5,39.78,621,4011.939
2864,154,1060.019,2,12.28,0,0,2,23.41,0,0,1,6.24,3,19.98,3,23.79,0,0,2,15.22,0,0,0,0,1,7.47,0,0,1,15,169,1183.409
2865,223,1106.245,1,5.18,0,0,1,6.63,1,9.99,0,0,0,0,0,0,1,9,1,7.47,0,0,0,0,2,11.84,1,6.64,0,0,231,1162.995
2866,454,2884.957,3,20.19,8,63.65,2,13.73,2,14.55,4,30.7,3,46.53,5,42.55,1,13.32,6,53.21,3,25.76,8,68.935,7,46.415,2,19.56,0,0,508,3344.057
2867,116,674.651,2,13.32,2,13.32,0,0,0,0,0,0,1,10.92,0,0,1,2.46,1,10.92,1,14.94,0,0,0,0,1,10.36,1,11.05,126,761.941
2868,120,676.523,0,0,3,23.81,0,0,1,6.66,0,0,1,9.96,1,8.8,2,17.4,4,46.96,0,0,1,5.92,1,6.56,0,0,0,0,134,802.593
2869,287,1594.031,1,6.66,4,32.71,9,46.12,3,26.61,0,0,2,13.29,4,37.42,3,12.95,2,12.24,1,6.4,5,43.575,3,36.855,0,0,2,11.85,326,1880.711
2870,2062,12048.553,8,77.02,21,184.33,22,166.82,20,135,13,119.78,10,114.46,15,126.06,17,223.395,13,101.625,6,38.34,10,93.73,6,69.835,8,69.495,6,48.74,2237,13617.183
2871,1356,8668.608,6,90.27,8,90.87,9,72.54,13,85.73,10,99.15,2,55.83,8,84.2,10,148.89,7,53.36,10,75.42,4,45.68,5,43.7,3,24.815,3,17.455,1454,9656.518
2873,160,902.87,0,0,1,5.18,0,0,0,0,0,0,0,0,0,0,1,6.66,2,17.43,1,6.63,0,0,0,0,1,6.64,1,12,167,957.41
2874,104,488.165,0,0,1,6.66,1,6.66,0,0,0,0,2,14.41,9,55.5,1,6.66,0,0,0,0,0,0,1,10.375,1,6.64,0,0,120,595.07
2875,173,952.689,0,0,0,0,1,1.65,0,0,0,0,2,12.58,12,80.66,0,0,1,6.63,0,0,0,0,0,0,1,10.925,1,13.28,191,1078.414
2876,61,320.47,0,0,2,13.32,0,0,0,0,0,0,3,18.5,4,27.865,0,0,0,0,0,0,1,6.4,0,0,0,0,0,0,71,386.555
2877,768,4898.508,2,14.43,7,67.62,2,17.76,2,15.28,3,46.58,6,47.43,10,76.8,7,55.91,4,36.9,1,8.19,2,11.82,1,11.4,8,121.8,1,9.96,824,5440.388
2878,55,264.14,0,0,5,61.42,0,0,16,90.28,1,9.62,0,0,0,0,1,21.6,0,0,0,0,0,0,0,0,0,0,0,0,78,447.06
2879,247,1395.255,0,0,0,0,1,6.66,0,0,2,13.32,0,0,3,23.65,0,0,2,17.005,0,0,4,97.15,7,120.35,4,30.295,4,30.295,274,1733.98
2880,5199,24109.078,36,305.36,38,319.77,49,479.05,29,199.62,29,214.51,42,372.47,40,375.955,30,242.78,49,447.17,38,291.895,40,379.85,56,588.56,22,166.655,32,262.75,5729,28755.473
2898,42,163.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.47,0,0,0,0,0,0,0,0,0,0,43,171.163
2899,549,1708.37,0,0,2,25.9,0,0,0,0,0,0,3,29.97,1,5.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,1770.16
2900,198,1564.86,5,33.71,3,22.58,8,57.06,1,7.885,3,26.48,3,117.615,1,10.14,4,39.75,3,112.55,3,19.07,2,14.86,2,24.05,3,20.68,3,18.99,242,2090.28
2901,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
2902,1775,9172.105,18,165.78,28,256.61,18,164.565,22,200.57,19,183.57,29,358.205,38,323.95,32,295.13,36,324.135,34,341.565,45,412.74,38,351.4,27,264.595,27,245.185,2186,13060.105
2903,1007,5394.403,7,65.55,11,104.91,22,184.2,7,67.425,17,150.995,11,101,25,223.205,14,129.3,12,102.94,12,101.895,29,245.38,25,219.705,18,157.325,16,135.665,1233,7383.898
2904,1771,8216.112,32,247.915,30,264.33,23,198.215,18,161.685,23,196.58,25,225.365,19,162.885,34,307.17,30,285.34,30,299.295,46,454.28,29,300.48,16,160.395,23,232.465,2149,11712.512
2905,3008,16055.606,34,282.87,50,409.625,47,361.79,37,308.27,46,504.875,53,458.745,73,623.59,102,833.54,64,545.755,54,542.765,90,853.145,81,775.725,47,410.33,45,381.055,3831,23347.686
2906,1770,9724.373,25,214.895,39,324.79,42,343.625,24,305.41,33,288.87,26,200.55,33,284.255,43,357.055,52,456.805,43,344.155,43,370.76,47,420.155,32,288.305,36,334.195,2288,14258.198
2911,440,4355.627,6,55.62,8,79.42,6,61.29,6,64.08,11,111.02,17,190.145,12,129.805,9,73.41,10,78.39,7,65.84,8,74.29,14,329.99,6,57.025,6,77.09,566,5803.042
2912,368,2540.452,3,30.45,3,24.54,8,60.69,4,38.9,4,38.475,10,80.19,7,56.815,8,69.15,4,36.985,11,193.89,9,94.455,4,44.36,2,12.865,2,18.44,447,3340.657
2913,3358,18703.09,65,570.175,71,557.355,75,657.7,50,454.075,81,821.12,89,846.6,81,724.92,86,771.34,76,680.515,106,814.755,111,1036.15,96,1006.95,45,400.25,45,419.96,4435,28464.955
2914,2798,17612.721,53,475.65,67,603.6,72,693.655,54,548.59,56,536.84,63,570.415,62,567.28,74,651.35,71,649.435,44,388.035,73,706.35,75,755.81,32,270.125,40,385.705,3634,25415.561
3000,73,1653.156,0,0,0,0,1,31.24,1,4.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.55,0,0,2,193.14,78,1899.156
3002,73,638.314,1,12.58,0,0,0,0,1,5.18,0,0,0,0,0,0,1,10.66,1,5.74,1,4.565,1,4.68,0,0,0,0,0,0,79,681.719
3003,102,1384.66,0,0,0,0,0,0,0,0,0,0,3,18.92,0,0,2,74.88,0,0,1,33.15,1,4.98,3,41.995,0,0,0,0,112,1558.585
3004,17,346.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,346.21
3006,31,942.2,0,0,0,0,0,0,0,0,1,3,2,139.49,0,0,0,0,0,0,0,0,0,0,2,74.925,0,0,0,0,36,1159.615
3008,99,1438.295,0,0,0,0,2,14.46,0,0,2,10.56,0,0,1,37.72,1,7.02,0,0,0,0,0,0,1,10.25,0,0,1,63.22,107,1581.525
3011,889,5244.979,6,37.33,5,24.37,12,73.385,8,54.84,7,34.105,7,33.94,7,52.495,10,94.465,5,32.305,8,58.555,6,47.64,10,69.04,7,44.475,4,22.665,991,5924.589
3012,1407,8175.947,13,82.59,16,176.26,18,167.615,16,109.98,22,155.26,9,146.505,7,48.61,18,134.71,11,151.8,11,149.435,13,178.5,15,105.835,9,60.87,4,25.325,1589,9869.242
3013,958,4561.262,3,18.82,11,79.83,7,50.86,10,74.64,7,72.225,10,68.43,7,59.035,12,80.575,9,52.305,6,39.59,16,128.24,15,117.455,2,12.985,1,6.64,1074,5422.892
3015,1116,5008.146,3,19.14,10,69.525,13,71.915,4,17.6,6,65.875,8,37.94,11,92.3,10,71.41,10,153.51,7,53.28,23,170.355,11,87.235,8,67.82,1,3.8,1241,5989.851
3016,1037,4957.818,9,61.805,7,68.94,8,100.645,8,79.21,37,135.63,7,104.24,13,104.4,5,67.37,13,145.305,8,81.76,7,51.395,8,56.125,4,53.22,2,19.97,1173,6087.833
3018,1224,6713.409,1,3.12,10,59.595,10,165.135,10,95.055,10,112.55,5,49.095,7,37.885,14,118,11,91.44,9,72.81,12,110.41,16,237.53,4,33.52,5,65.545,1348,7965.099
3019,550,3156.975,0,0,6,39.96,14,70.86,6,23.97,4,14.83,3,32.75,0,0,3,45.74,1,6.64,6,33.635,5,38.73,6,44.96,1,13.28,1,6.65,606,3528.98
3020,3230,17736.987,13,86.48,24,211.77,29,253.12,16,147.8,31,201.985,19,161.62,33,268.65,31,241.41,21,324.105,24,406.15,18,210.07,21,185.47,20,167.485,7,42.85,3537,20645.952
3021,3919,16979.243,17,125.63,25,161.07,28,161.815,17,89.24,23,197.07,22,164.845,16,105.33,29,188.3,20,135.04,17,158.11,22,119.02,26,179.335,14,90.01,6,35.56,4201,18889.618
3022,216,987.409,1,6.64,0,0,2,16.55,1,65.88,0,0,1,6.6,2,13.26,1,6.16,5,39.36,1,6.64,2,11.555,0,0,2,10.79,0,0,234,1170.844
3023,6520,31259.323,33,216.63,39,270.48,41,366.94,31,239.36,34,394.87,40,349.17,46,569.315,37,300.715,44,382.755,37,349.475,53,390.545,38,275.275,28,224.24,25,173.935,7046,35763.028
3024,4218,21926.256,39,267.035,45,306.23,53,381.61,44,292.665,25,175.825,39,271.5,46,351.25,42,305.165,47,343.535,32,256.755,51,391.635,43,381.085,30,261.785,13,106.18,4767,26018.511
3025,765,5439.44,13,55.54,5,36.1,4,25.55,6,36.485,36,169.555,13,91.57,26,79.96,4,27.75,4,129.64,19,70.92,25,323.28,9,228.46,5,40.6,3,25.95,937,6780.8
3026,559,10987.265,6,39.89,4,81.07,7,52.885,4,212.61,3,22.52,11,272.57,8,61.745,4,59.36,11,230.595,5,48.3,7,142.76,18,380.38,1,6.64,5,74.31,653,12672.9
3027,969,4770.445,5,36.66,10,73.4,10,66.045,12,88.2,6,42.75,3,23.595,5,39.75,7,50.67,6,42.265,4,26.56,11,94.03,10,83.83,3,21.175,1,6.58,1062,5465.955
3028,2477,10906.368,13,71.52,11,89.345,16,102.66,16,114.59,13,74.06,15,128.08,15,126.99,15,127.07,20,161.69,13,89.27,13,104.515,18,157.025,7,46.905,8,55.105,2670,12355.193
3029,16394,92367.669,107,836.43,161,1367.385,184,1248.235,152,1434.69,121,1192.655,146,1336.87,175,1473.74,168,1406.85,185,1488.78,144,1514.425,171,1340.96,163,1853.295,99,745.175,51,405.145,18421,110012.304
3030,12274,65152.869,66,446.66,109,775.34,99,665.175,87,607.725,85,583.865,113,802.06,120,911.245,118,911.015,130,935.69,92,848.71,103,841.505,110,1036.76,59,458.45,30,225.575,13595,75202.644
3031,686,3272.668,5,34.63,9,76.5,10,58.515,4,39.245,7,38.06,6,55.21,3,16.02,5,21.13,5,36.8,6,66.245,7,30.56,3,20.345,6,32.905,3,18.26,765,3817.093
3032,1427,6684.456,5,32.87,12,113.54,13,83.04,10,72.675,6,35.13,5,45.695,10,74.125,12,95.235,5,29.835,14,138.305,20,174.065,6,42.34,10,79.45,3,24.615,1558,7725.376
3033,959,4771.692,2,18.66,10,70.58,7,52.69,7,50.28,5,38.725,1,6.6,8,118.855,10,77.98,7,58.93,8,98.2,11,95.38,2,16.185,2,12.035,4,24.68,1043,5511.472
3034,707,3217.047,4,31.49,9,85.28,6,44.275,4,26.17,5,31.31,7,56.79,3,27.98,4,22.95,5,63.835,4,36.635,7,54.27,4,29.355,2,13.28,1,10.375,772,3751.042
3036,488,2426.005,1,18.45,4,36.25,7,50.46,3,26.95,1,13.16,8,65.76,2,27.37,6,57.07,5,49.04,3,24.325,5,43.93,6,46.165,1,7.885,1,5.395,541,2898.215
3037,4704,21961.312,20,139.19,28,231.32,45,325.1,27,200.945,31,237.9,29,198.475,28,258.275,37,289.615,27,214.22,21,180.1,30,214.885,31,265.835,15,104.56,20,150.26,5093,24971.992
3038,2422,11798.983,12,86.91,11,79.15,14,96.435,12,130.14,15,103.73,11,74.77,16,160.68,19,139.05,16,110.865,20,147.295,14,109.245,21,152.765,9,59.135,11,75.605,2623,13324.758
3039,676,3126.273,1,5.6,5,31.26,9,59.79,1,9.36,5,22.44,7,60.65,7,60.545,2,19.115,4,22.18,8,204.985,8,61.525,8,59.5,5,36.46,0,0,746,3779.683
3040,1251,6215.63,12,110.62,13,94.39,10,89.73,7,68.07,11,91.875,14,119.495,13,124.93,10,70.845,11,99.265,12,92.865,12,85.155,10,73.85,8,60.75,7,51.885,1401,7449.355
3041,729,4028.652,3,17.02,4,30.71,0,0,3,22.905,2,13.27,5,44.3,3,23.42,7,50.38,3,18.44,7,64.705,7,61.61,6,46.975,7,48.7,4,29.26,790,4500.347
3042,1002,6108.857,8,79.995,8,55.425,9,71.42,11,98.16,6,67.85,8,53.52,7,57.58,10,76.75,7,77.26,4,29.9,8,70.255,12,96.375,4,27.39,6,30.99,1110,7001.727
3043,1415,9532.215,4,26.28,4,32.38,8,69.82,7,141.07,11,92.3,8,59.03,19,130.91,6,61.325,13,124.16,17,149.175,12,105.175,12,103.06,9,94.095,1,5.81,1546,10726.805
3044,1458,6360.866,10,72.175,11,89.69,8,58.61,8,57.05,12,91.045,13,96.6,11,62.395,20,167.715,12,81.965,19,112.795,12,75.935,11,155.405,4,28.625,0,0,1609,7510.871
3045,10,620.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99.9,0,0,0,0,0,0,0,0,0,0,0,0,11,720.67
3046,1783,7702.25,10,57.04,18,104.235,21,134.38,6,133.515,18,149.685,10,71.355,13,82.16,13,96.385,14,104.3,15,96.18,19,102.345,19,133.61,6,41.1,9,67.15,1974,9075.69
3047,1289,7611.94,10,72.7,17,93.97,13,92.355,17,263.37,11,143.06,10,50.49,12,185.66,15,90.96,14,102.465,9,106.545,9,65.015,15,229.375,9,64.845,5,31.135,1455,9203.885
3048,1465,7730.984,7,40.47,14,89.73,23,163.54,5,37.83,13,84.05,9,49.81,20,140.25,10,61.99,12,104.155,15,212.525,11,83.405,15,210.275,7,45.66,2,13.28,1628,9067.954
3049,747,3701.054,3,20.885,6,42.85,12,85.82,6,41.155,3,65.87,4,29.265,8,66.185,5,25.57,7,52.025,6,36.735,6,42.45,10,62.4,2,14.11,1,10.625,826,4296.999
3051,208,1323.228,0,0,2,12.775,3,19.06,2,63.64,1,6.66,2,9.95,4,100.34,0,0,4,24.099,1,4.27,0,0,3,23.82,2,9.05,0,0,232,1596.892
3052,115,1253.034,2,11.03,2,21.44,2,14.63,1,40,2,86.82,0,0,1,6.58,1,5.18,3,19.505,1,6.58,0,0,0,0,1,6.4,0,0,131,1471.199
3053,128,1127.763,0,0,2,68.97,0,0,2,12.65,2,7.02,0,0,4,54.69,0,0,0,0,4,23.27,0,0,2,9.13,1,6.64,0,0,145,1310.133
3054,335,1378.196,1,2.22,6,28.003,2,7.23,2,13.03,2,9.9,3,16.62,4,24.64,4,39.13,4,25.99,3,16.36,2,10.385,2,12.285,5,38.495,0,0,375,1622.484
3055,673,2738.29,4,20.46,6,36.47,3,15.96,4,25.58,2,7.98,5,37.42,12,87.88,5,37.56,7,51.01,4,29.3,4,28.16,7,66.455,4,26.56,2,13.28,742,3222.365
3056,1208,5950.317,9,61.29,18,195.38,9,79.17,12,71.13,10,51.73,12,91.32,22,254.585,14,186.31,16,164.76,13,74.775,14,208.19,15,190.595,5,37.38,2,15.555,1379,7632.487
3057,465,2101.516,3,25.83,4,39.02,8,50.175,3,14.68,4,59.1,4,28.17,2,11.95,4,30.46,2,13.3,2,9.57,9,44.46,4,22.815,3,17.855,1,4.51,518,2473.411
3058,2483,12723.597,10,66.54,21,143.12,28,225.54,15,100.01,22,168.62,17,112.165,21,162.685,27,273.38,24,192.22,22,151.48,32,346.045,23,284.465,15,98.197,3,18.24,2763,15066.304
3059,2091,12734.7,19,193,18,170.87,16,132.155,20,167.16,22,214.13,18,170.65,20,157.305,29,250.945,32,302.485,19,146.61,26,278.03,16,152.29,19,156.325,8,76.795,2373,15303.45
3060,752,3612.45,6,25.77,3,9.12,14,88.16,7,34.36,12,82.21,8,45.59,10,68.235,4,29.71,5,36.38,6,32.94,6,49.73,8,101.275,3,30.305,1,6.64,845,4252.875
3061,696,12075.535,4,83.955,9,293.1,13,501.32,6,94.7,6,97.47,11,206.015,11,191.1,8,153.42,7,196.875,8,220.005,8,134.795,11,221.375,4,95.1,4,113.88,806,14678.645
3062,58,2237.92,0,0,1,17.94,0,0,3,15.055,1,20.335,2,130.68,0,0,4,240.525,0,0,1,99.84,0,0,0,0,0,0,0,0,70,2762.295
3063,76,586.305,0,0,0,0,0,0,0,0,0,0,1,17.6,0,0,1,6.64,0,0,0,0,0,0,1,26.4,0,0,0,0,79,636.945
3064,12309,71196.526,70,492.75,113,867.655,134,1115.54,110,869.28,108,833.69,144,1104.95,151,1210.91,152,1406.24,159,1248.21,129,1077.03,117,941.26,153,1420.33,78,616.195,43,345.525,13970,84746.091
