YEAR,MONTH,DAY,TOTALDEMAND_x,MAX,ACCMAX,RAIN,RAINPERIOD,SOLAR,TOTALDEMAND_y,RRP,FORECASTDEMAND,OUTPUT,QUANTITY,QUANTITYMONTHCUM,QUANTITYTOTALCUM,OUTPUTMONTHCUM,OUTPUTTOTAL
2010,1,1,7793.463681,29.6,1,0.2,1,14.6,7796.317872,20.36489362,7747.906211,1.53,1,1,20,1.53,31.86
2010,1,1,7793.463681,29.6,1,0.2,1,14.6,7796.317872,20.36489362,7747.906211,1.53,1,2,21,3.06,33.39
2010,1,2,8012.314097,29.5,1,0,1,18.4,8017.459792,20.478125,7773.818583,1.53,1,1,20,1.53,31.86
2010,1,2,8012.314097,29.5,1,0,1,18.4,8017.459792,20.478125,7773.818583,1.53,1,2,21,3.06,33.39
2010,1,3,7393.354514,21,1,15.2,1,7.3,7399.899583,20.27708333,7462.384786,1.53,1,1,20,1.53,31.86
2010,1,3,7393.354514,21,1,15.2,1,7.3,7399.899583,20.27708333,7462.384786,1.53,1,2,21,3.06,33.39
2010,1,4,8254.502222,24,1,0.2,1,14.4,8241.720208,21.49458333,8467.4114,1.53,1,1,20,1.53,31.86
2010,1,4,8254.502222,24,1,0.2,1,14.4,8241.720208,21.49458333,8467.4114,1.53,1,2,21,3.06,33.39
2010,1,5,8832.004931,30.4,1,0,1,28.1,8827.813125,23.96604167,8784.75042,1.53,1,1,20,1.53,31.86
2010,1,5,8832.004931,30.4,1,0,1,28.1,8827.813125,23.96604167,8784.75042,1.53,1,2,21,3.06,33.39
2010,1,6,9018.18184,28,1,0,1,29.5,9021.721875,24.44625,8836.695916,1.53,1,1,20,1.53,31.86
2010,1,6,9018.18184,28,1,0,1,29.5,9021.721875,24.44625,8836.695916,1.53,1,2,21,3.06,33.39
2010,1,7,8566.89941,25.1,1,0,1,13.9,8566.8475,23.28854167,8587.532061,1.53,1,1,20,1.53,31.86
2010,1,7,8566.89941,25.1,1,0,1,13.9,8566.8475,23.28854167,8587.532061,1.53,1,2,21,3.06,33.39
2010,1,8,8933.171597,27.7,1,0.4,1,23.2,8926.811042,27.55625,8791.367113,1.53,1,1,20,1.53,31.86
2010,1,8,8933.171597,27.7,1,0.4,1,23.2,8926.811042,27.55625,8791.367113,1.53,1,2,21,3.06,33.39
2010,1,9,9246.02684,37.7,1,0,1,32.6,9242.460208,43.68291667,8746.479099,1.53,1,1,20,1.53,31.86
2010,1,9,9246.02684,37.7,1,0,1,32.6,9242.460208,43.68291667,8746.479099,1.53,1,2,21,3.06,33.39
2010,1,10,9090.593854,31.6,1,0,1,32.8,9101.040625,37.54583333,8722.545552,1.53,1,1,20,1.53,31.86
2010,1,10,9090.593854,31.6,1,0,1,32.8,9101.040625,37.54583333,8722.545552,1.53,1,2,21,3.06,33.39
2010,1,11,9598.806111,28,1,0,1,24,9584.22,42.8,9512.792369,1.53,1,1,20,1.53,31.86
2010,1,11,9598.806111,28,1,0,1,24,9584.22,42.8,9512.792369,1.53,1,2,21,3.06,33.39
2010,1,12,10743.64278,35.3,1,0,1,29.2,10736.34292,135.0645833,10355.39169,1.53,1,1,20,1.53,31.86
2010,1,12,10743.64278,35.3,1,0,1,29.2,10736.34292,135.0645833,10355.39169,1.53,1,2,21,3.06,33.39
2010,1,13,9750.519931,29.5,1,0,1,27.8,9771.57,24.89,10008.30999,1.53,1,1,20,1.53,31.86
2010,1,13,9750.519931,29.5,1,0,1,27.8,9771.57,24.89,10008.30999,1.53,1,2,21,3.06,33.39
2010,1,14,8812.604931,23.3,1,8.2,1,9.7,8810.465208,20.34583333,8879.120991,1.53,1,1,20,1.53,31.86
2010,1,14,8812.604931,23.3,1,8.2,1,9.7,8810.465208,20.34583333,8879.120991,1.53,1,2,21,3.06,33.39
2010,1,15,8992.436007,28,1,0,1,14.5,8988.732083,21.97979167,9012.254343,1.53,1,1,20,1.53,31.86
2010,1,15,8992.436007,28,1,0,1,14.5,8988.732083,21.97979167,9012.254343,1.53,1,2,21,3.06,33.39
2010,1,16,8359.356632,28.7,1,0,1,18.4,8370.983125,23.14229167,8162.582005,1.53,1,1,20,1.53,31.86
2010,1,16,8359.356632,28.7,1,0,1,18.4,8370.983125,23.14229167,8162.582005,1.53,1,2,21,3.06,33.39
2010,1,17,7912.382708,27.5,1,0,1,26.5,7915.436667,18.084375,8145.217429,1.53,1,1,20,1.53,31.86
2010,1,17,7912.382708,27.5,1,0,1,26.5,7915.436667,18.084375,8145.217429,1.53,1,2,21,3.06,33.39
2010,1,18,8535.057153,25.5,1,0.2,1,30.6,8526.438958,19.5925,8752.596475,1.53,1,1,20,1.53,31.86
2010,1,18,8535.057153,25.5,1,0.2,1,30.6,8526.438958,19.5925,8752.596475,1.53,1,2,21,3.06,33.39
2010,1,19,8524.148785,26.8,1,0,1,32.9,8527.109167,21.56625,8749.475833,1.53,1,1,20,1.53,31.86
2010,1,19,8524.148785,26.8,1,0,1,32.9,8527.109167,21.56625,8749.475833,1.53,1,2,21,3.06,33.39
2010,1,20,8979.424896,33.7,1,0,1,33,8972.363542,23.6875,9083.683097,1.53,1,1,20,1.53,31.86
2010,1,20,8979.424896,33.7,1,0,1,33,8972.363542,23.6875,9083.683097,1.53,1,2,21,3.06,33.39
2010,1,21,9968.132083,35.8,1,,,32.5,9957.95125,48.86958333,9371.307233,1.53,1,1,20,1.53,31.86
2010,1,21,9968.132083,35.8,1,,,32.5,9957.95125,48.86958333,9371.307233,1.53,1,2,21,3.06,33.39
2010,1,22,10754.97587,41.2,1,0,1,29.6,10745.42438,537.4197917,10203.97055,1.53,1,1,20,1.53,31.86
2010,1,22,10754.97587,41.2,1,0,1,29.6,10745.42438,537.4197917,10203.97055,1.53,1,2,21,3.06,33.39
2010,1,23,9554.867292,42.8,1,0,1,21.2,9579.312917,133.8260417,9712.294925,1.53,1,1,20,1.53,31.86
2010,1,23,9554.867292,42.8,1,0,1,21.2,9579.312917,133.8260417,9712.294925,1.53,1,2,21,3.06,33.39
2010,1,24,8056.02809,23.8,1,3.2,1,10.6,8065.268542,22.98458333,7854.107083,1.53,1,1,20,1.53,31.86
2010,1,24,8056.02809,23.8,1,3.2,1,10.6,8065.268542,22.98458333,7854.107083,1.53,1,2,21,3.06,33.39
2010,1,25,9321.638125,28.8,1,0,1,17.2,9304.5175,28.97208333,9239.828589,1.53,1,1,20,1.53,31.86
2010,1,25,9321.638125,28.8,1,0,1,17.2,9304.5175,28.97208333,9239.828589,1.53,1,2,21,3.06,33.39
2010,1,26,9297.167465,33.3,1,0,1,26.3,9294.970833,32.18041667,8598.576505,1.53,1,1,20,1.53,31.86
2010,1,26,9297.167465,33.3,1,0,1,26.3,9294.970833,32.18041667,8598.576505,1.53,1,2,21,3.06,33.39
2010,1,27,9566.147535,27.9,1,0,1,14.9,9571.342083,30.53104167,9380.081802,1.53,1,1,20,1.53,31.86
2010,1,27,9566.147535,27.9,1,0,1,14.9,9571.342083,30.53104167,9380.081802,1.53,1,2,21,3.06,33.39
2010,1,28,9472.965625,28.2,1,0.8,1,8.7,9474.537083,31.44979167,9164.214032,1.53,1,1,20,1.53,31.86
2010,1,28,9472.965625,28.2,1,0.8,1,8.7,9474.537083,31.44979167,9164.214032,1.53,1,2,21,3.06,33.39
2010,1,29,9396.433056,29.6,1,13.4,1,28.3,9396.950833,26.816875,9620.697665,1.53,1,1,20,1.53,31.86
2010,1,29,9396.433056,29.6,1,13.4,1,28.3,9396.950833,26.816875,9620.697665,1.53,1,2,21,3.06,33.39
2010,1,30,8388.017431,27.8,1,0.4,1,17.8,8389.761667,26.23666667,8118.464261,1.53,1,1,20,1.53,31.86
2010,1,30,8388.017431,27.8,1,0.4,1,17.8,8389.761667,26.23666667,8118.464261,1.53,1,2,21,3.06,33.39
2010,1,31,8438.69941,29,1,0,1,20,8440.618333,29.326875,8055.649553,1.53,1,1,20,1.53,31.86
2010,1,31,8438.69941,29,1,0,1,20,8440.618333,29.326875,8055.649553,1.53,1,2,21,3.06,33.39
2010,2,1,9573.147813,29.4,1,0.6,1,23.9,9565.073542,26.47770833,9284.074212,4.29,3,3,24,4.29,37.68
2010,2,1,9573.147813,29.4,1,0.6,1,23.9,9565.073542,26.47770833,9284.074212,4.29,3,6,27,8.58,41.97
2010,2,2,9138.506875,27.1,1,0,1,16.1,9140.978958,27.038125,9194.085559,4.29,3,3,24,4.29,37.68
2010,2,2,9138.506875,27.1,1,0,1,16.1,9140.978958,27.038125,9194.085559,4.29,3,6,27,8.58,41.97
2010,2,3,9392.45,27.6,1,23,1,21.7,9389.424375,32.06916667,9192.87533,4.29,3,3,24,4.29,37.68
2010,2,3,9392.45,27.6,1,23,1,21.7,9389.424375,32.06916667,9192.87533,4.29,3,6,27,8.58,41.97
2010,2,4,9524.819931,27.8,1,10.6,1,10.4,9524.447708,300.9283333,9211.953889,4.29,3,3,24,4.29,37.68
2010,2,4,9524.819931,27.8,1,10.6,1,10.4,9524.447708,300.9283333,9211.953889,4.29,3,6,27,8.58,41.97
2010,2,5,9613.199514,29.7,1,7.8,1,10.8,9615.264375,28.486875,9262.566884,4.29,3,3,24,4.29,37.68
2010,2,5,9613.199514,29.7,1,7.8,1,10.8,9615.264375,28.486875,9262.566884,4.29,3,6,27,8.58,41.97
2010,2,6,8241.553472,25.8,1,37,1,7.9,8251.320625,21.875,8167.738596,4.29,3,3,24,4.29,37.68
2010,2,6,8241.553472,25.8,1,37,1,7.9,8251.320625,21.875,8167.738596,4.29,3,6,27,8.58,41.97
2010,2,7,8106.886319,26.4,1,,,11.5,8105.730625,21.183125,8041.706303,4.29,3,3,24,4.29,37.68
2010,2,7,8106.886319,26.4,1,,,11.5,8105.730625,21.183125,8041.706303,4.29,3,6,27,8.58,41.97
2010,2,8,9527.81625,28.5,1,6.4,1,14.9,9514.851667,27.20041667,9304.010571,4.29,3,3,24,4.29,37.68
2010,2,8,9527.81625,28.5,1,6.4,1,14.9,9514.851667,27.20041667,9304.010571,4.29,3,6,27,8.58,41.97
2010,2,9,9818.506736,29.5,1,1,1,21.1,9818.613333,32.944375,9483.584294,4.29,3,3,24,4.29,37.68
2010,2,9,9818.506736,29.5,1,1,1,21.1,9818.613333,32.944375,9483.584294,4.29,3,6,27,8.58,41.97
2010,2,10,10029.76955,31.8,1,,,28.3,10028.63646,40.37666667,9692.770875,4.29,3,3,24,4.29,37.68
2010,2,10,10029.76955,31.8,1,,,28.3,10028.63646,40.37666667,9692.770875,4.29,3,6,27,8.58,41.97
2010,2,11,10174.98295,32.3,1,0,1,24.4,10174.005,98.29854167,10027.39688,4.29,3,3,24,4.29,37.68
2010,2,11,10174.98295,32.3,1,0,1,24.4,10174.005,98.29854167,10027.39688,4.29,3,6,27,8.58,41.97
2010,2,12,10282.20316,37.3,1,0,1,22.6,10284.14188,318.8108333,10481.6843,4.29,3,3,24,4.29,37.68
2010,2,12,10282.20316,37.3,1,0,1,22.6,10284.14188,318.8108333,10481.6843,4.29,3,6,27,8.58,41.97
2010,2,13,8653.699167,26.7,1,,,4.1,8661.1725,26.52229167,8592.262526,4.29,3,3,24,4.29,37.68
2010,2,13,8653.699167,26.7,1,,,4.1,8661.1725,26.52229167,8592.262526,4.29,3,6,27,8.58,41.97
2010,2,14,8428.620174,28,1,,,4.3,8433.374167,26.68729167,8124.32345,4.29,3,3,24,4.29,37.68
2010,2,14,8428.620174,28,1,,,4.3,8433.374167,26.68729167,8124.32345,4.29,3,6,27,8.58,41.97
2010,2,15,9700.244444,33.5,1,10.6,1,23.5,9693.409375,32.71479167,9344.700214,4.29,3,3,24,4.29,37.68
2010,2,15,9700.244444,33.5,1,10.6,1,23.5,9693.409375,32.71479167,9344.700214,4.29,3,6,27,8.58,41.97
2010,2,16,9005.339271,26.2,1,0,1,16.1,9010.57875,24.89041667,9289.85101,4.29,3,3,24,4.29,37.68
2010,2,16,9005.339271,26.2,1,0,1,16.1,9010.57875,24.89041667,9289.85101,4.29,3,6,27,8.58,41.97
2010,2,17,8990.0125,26.2,1,0,1,22.8,8989.191042,22.93833333,9119.236592,4.29,3,3,24,4.29,37.68
2010,2,17,8990.0125,26.2,1,0,1,22.8,8989.191042,22.93833333,9119.236592,4.29,3,6,27,8.58,41.97
2010,2,18,8856.846597,25.4,1,0,1,20.8,8855.477292,22.60979167,8897.067309,4.29,3,3,24,4.29,37.68
2010,2,18,8856.846597,25.4,1,0,1,20.8,8855.477292,22.60979167,8897.067309,4.29,3,6,27,8.58,41.97
2010,2,19,8864.925972,25.7,1,0,1,15.6,8862.195208,24.87041667,8816.013326,4.29,3,3,24,4.29,37.68
2010,2,19,8864.925972,25.7,1,0,1,15.6,8862.195208,24.87041667,8816.013326,4.29,3,6,27,8.58,41.97
2010,2,20,8462.505903,29.7,1,0,1,26.4,8468.077292,20.355,8298.001922,4.29,3,3,24,4.29,37.68
2010,2,20,8462.505903,29.7,1,0,1,26.4,8468.077292,20.355,8298.001922,4.29,3,6,27,8.58,41.97
2010,2,21,8817.055382,34.9,1,0,1,27.5,8813.953542,25.13666667,8340.389692,4.29,3,3,24,4.29,37.68
2010,2,21,8817.055382,34.9,1,0,1,27.5,8813.953542,25.13666667,8340.389692,4.29,3,6,27,8.58,41.97
2010,2,22,10473.47156,36.1,1,,,25,10459.50021,214.6377083,10106.20475,4.29,3,3,24,4.29,37.68
2010,2,22,10473.47156,36.1,1,,,25,10459.50021,214.6377083,10106.20475,4.29,3,6,27,8.58,41.97
2010,2,23,9545.309861,29.1,1,0,1,21.1,9559.9325,29.031875,9829.923161,4.29,3,3,24,4.29,37.68
2010,2,23,9545.309861,29.1,1,0,1,21.1,9559.9325,29.031875,9829.923161,4.29,3,6,27,8.58,41.97
2010,2,24,8881.398542,24.5,1,0,1,12.2,8881.44625,24.846875,9035.641336,4.29,3,3,24,4.29,37.68
2010,2,24,8881.398542,24.5,1,0,1,12.2,8881.44625,24.846875,9035.641336,4.29,3,6,27,8.58,41.97
2010,2,25,8922.52316,24.9,1,0,1,17.6,8922.066875,23.78625,8821.760203,4.29,3,3,24,4.29,37.68
2010,2,25,8922.52316,24.9,1,0,1,17.6,8922.066875,23.78625,8821.760203,4.29,3,6,27,8.58,41.97
2010,2,26,8897.341042,25.3,1,0,1,15.2,8893.76375,23.1775,8808.795826,4.29,3,3,24,4.29,37.68
2010,2,26,8897.341042,25.3,1,0,1,15.2,8893.76375,23.1775,8808.795826,4.29,3,6,27,8.58,41.97
2010,2,27,8546.522674,31.2,1,0,1,25.7,8552.212292,22.344375,8538.257312,4.29,3,3,24,4.29,37.68
2010,2,27,8546.522674,31.2,1,0,1,25.7,8552.212292,22.344375,8538.257312,4.29,3,6,27,8.58,41.97
2010,2,28,8216.276076,28.1,1,0,1,14,8223.16125,20.40375,8403.442132,4.29,3,3,24,4.29,37.68
2010,2,28,8216.276076,28.1,1,0,1,14,8223.16125,20.40375,8403.442132,4.29,3,6,27,8.58,41.97
2010,3,1,8567.170972,20,1,4.4,1,3.4,8560.798958,20.54729167,8583.85827,0,0,0,27,0,41.97
2010,3,1,8567.170972,20,1,4.4,1,3.4,8560.798958,20.54729167,8583.85827,0,0,0,27,0,41.97
2010,3,2,8527.502951,21.9,1,1.4,1,11.2,8527.116042,21.83895833,8625.508453,0,0,0,27,0,41.97
2010,3,2,8527.502951,21.9,1,1.4,1,11.2,8527.116042,21.83895833,8625.508453,0,0,0,27,0,41.97
2010,3,3,8674.448299,25.5,1,0,1,20.3,8673.289583,21.39541667,8685.592173,0,0,0,27,0,41.97
2010,3,3,8674.448299,25.5,1,0,1,20.3,8673.289583,21.39541667,8685.592173,0,0,0,27,0,41.97
2010,3,4,8863.660104,25.8,1,,,14.1,8860.3325,24.06979167,8832.278607,0,0,0,27,0,41.97
2010,3,4,8863.660104,25.8,1,,,14.1,8860.3325,24.06979167,8832.278607,0,0,0,27,0,41.97
2010,3,5,8936.024549,25.6,1,,,9.3,8935.68375,25.81270833,8864.839384,0,0,0,27,0,41.97
2010,3,5,8936.024549,25.6,1,,,9.3,8935.68375,25.81270833,8864.839384,0,0,0,27,0,41.97
2010,3,6,8562.541146,29.6,1,22.2,1,20.1,8567.207083,22.64666667,8365.649392,0,0,0,27,0,41.97
2010,3,6,8562.541146,29.6,1,22.2,1,20.1,8567.207083,22.64666667,8365.649392,0,0,0,27,0,41.97
2010,3,7,8134.085243,28.2,1,0.2,1,17.6,8139.110625,21.79729167,8027.596655,0,0,0,27,0,41.97
2010,3,7,8134.085243,28.2,1,0.2,1,17.6,8139.110625,21.79729167,8027.596655,0,0,0,27,0,41.97
2010,3,8,9287.678472,31,1,0.8,1,17.3,9281.634375,21.775,8930.52997,0,0,0,27,0,41.97
2010,3,8,9287.678472,31,1,0.8,1,17.3,9281.634375,21.775,8930.52997,0,0,0,27,0,41.97
2010,3,9,8989.239236,29.7,1,0.2,1,25.2,8987.626875,25.654375,9110.453889,0,0,0,27,0,41.97
2010,3,9,8989.239236,29.7,1,0.2,1,25.2,8987.626875,25.654375,9110.453889,0,0,0,27,0,41.97
2010,3,10,8644.636042,20.6,1,0,1,5.3,8648.830833,21.605625,8615.234775,0,0,0,27,0,41.97
2010,3,10,8644.636042,20.6,1,0,1,5.3,8648.830833,21.605625,8615.234775,0,0,0,27,0,41.97
2010,3,11,8508.185069,24.1,1,0,1,19.7,8507.195833,20.33270833,8572.670338,0,0,0,27,0,41.97
2010,3,11,8508.185069,24.1,1,0,1,19.7,8507.195833,20.33270833,8572.670338,0,0,0,27,0,41.97
2010,3,12,8461.134549,26.6,1,0,1,19.4,8461.108542,20.60708333,8416.046595,0,0,0,27,0,41.97
2010,3,12,8461.134549,26.6,1,0,1,19.4,8461.108542,20.60708333,8416.046595,0,0,0,27,0,41.97
2010,3,13,7785.048194,23.5,1,0,1,12.7,7794.211458,20.78,7900.193277,0,0,0,27,0,41.97
2010,3,13,7785.048194,23.5,1,0,1,12.7,7794.211458,20.78,7900.193277,0,0,0,27,0,41.97
2010,3,14,7591.425903,24.5,1,1.4,1,19.2,7590.299375,19.57541667,7657.567346,0,0,0,27,0,41.97
2010,3,14,7591.425903,24.5,1,1.4,1,19.2,7590.299375,19.57541667,7657.567346,0,0,0,27,0,41.97
2010,3,15,8705.890451,26.8,1,0,1,19.7,8695.831875,26.871875,8552.96777,0,0,0,27,0,41.97
2010,3,15,8705.890451,26.8,1,0,1,19.7,8695.831875,26.871875,8552.96777,0,0,0,27,0,41.97
2010,3,16,8839.922778,27.8,1,0,1,23.5,8839.805208,29.78083333,8714.867924,0,0,0,27,0,41.97
2010,3,16,8839.922778,27.8,1,0,1,23.5,8839.805208,29.78083333,8714.867924,0,0,0,27,0,41.97
2010,3,17,8876.872778,28.8,1,0,1,24.3,8877.131875,28.24625,8730.198371,0,0,0,27,0,41.97
2010,3,17,8876.872778,28.8,1,0,1,24.3,8877.131875,28.24625,8730.198371,0,0,0,27,0,41.97
2010,3,18,8938.907083,29.5,1,0,1,22.5,8937.59125,27.72875,8787.415616,0,0,0,27,0,41.97
2010,3,18,8938.907083,29.5,1,0,1,22.5,8937.59125,27.72875,8787.415616,0,0,0,27,0,41.97
2010,3,19,9083.709514,33,1,0,1,22.5,9081.075,29.869375,8817.064981,0,0,0,27,0,41.97
2010,3,19,9083.709514,33,1,0,1,22.5,9081.075,29.869375,8817.064981,0,0,0,27,0,41.97
2010,3,20,8496.290729,32.7,1,0,1,22.5,8504.858125,26.54645833,8508.830173,0,0,0,27,0,41.97
2010,3,20,8496.290729,32.7,1,0,1,22.5,8504.858125,26.54645833,8508.830173,0,0,0,27,0,41.97
2010,3,21,8345.671563,33.6,1,0,1,19.5,8347.551667,23.00916667,8436.373806,0,0,0,27,0,41.97
2010,3,21,8345.671563,33.6,1,0,1,19.5,8347.551667,23.00916667,8436.373806,0,0,0,27,0,41.97
2010,3,22,8945.620799,25.5,1,,,16.1,8939.432708,24.32083333,8723.015938,0,0,0,27,0,41.97
2010,3,22,8945.620799,25.5,1,,,16.1,8939.432708,24.32083333,8723.015938,0,0,0,27,0,41.97
2010,3,23,9133.649132,30.5,1,0,1,21.5,9131.297083,23.60645833,8957.242451,0,0,0,27,0,41.97
2010,3,23,9133.649132,30.5,1,0,1,21.5,9131.297083,23.60645833,8957.242451,0,0,0,27,0,41.97
2010,3,24,8961.483056,26.3,1,0,1,16.4,8962.810833,25.24416667,8833.259253,0,0,0,27,0,41.97
2010,3,24,8961.483056,26.3,1,0,1,16.4,8962.810833,25.24416667,8833.259253,0,0,0,27,0,41.97
2010,3,25,9099.108403,28,1,0,1,19.4,9096.817917,29.39833333,8944.220702,0,0,0,27,0,41.97
2010,3,25,9099.108403,28,1,0,1,19.4,9096.817917,29.39833333,8944.220702,0,0,0,27,0,41.97
2010,3,26,9420.447431,34.4,1,0,1,20.2,9418.03875,74.66208333,9113.072797,0,0,0,27,0,41.97
2010,3,26,9420.447431,34.4,1,0,1,20.2,9418.03875,74.66208333,9113.072797,0,0,0,27,0,41.97
2010,3,27,8528.518056,28.1,1,,,16.7,8537.558333,24.33458333,8463.666745,0,0,0,27,0,41.97
2010,3,27,8528.518056,28.1,1,,,16.7,8537.558333,24.33458333,8463.666745,0,0,0,27,0,41.97
2010,3,28,8327.929583,29.9,1,0,1,17.7,8329.6225,22.87395833,8353.355495,0,0,0,27,0,41.97
2010,3,28,8327.929583,29.9,1,0,1,17.7,8329.6225,22.87395833,8353.355495,0,0,0,27,0,41.97
2010,3,29,9176.07691,26.6,1,0,1,5.4,9166.020417,27.95854167,8969.106809,0,0,0,27,0,41.97
2010,3,29,9176.07691,26.6,1,0,1,5.4,9166.020417,27.95854167,8969.106809,0,0,0,27,0,41.97
2010,3,30,8978.357639,21.8,1,6,1,3.1,8981.765625,25.93958333,8825.35262,0,0,0,27,0,41.97
2010,3,30,8978.357639,21.8,1,6,1,3.1,8981.765625,25.93958333,8825.35262,0,0,0,27,0,41.97
2010,3,31,8701.600347,22.7,1,63,1,8.7,8704.122083,22.663125,8723.760473,0,0,0,27,0,41.97
2010,3,31,8701.600347,22.7,1,63,1,8.7,8704.122083,22.663125,8723.760473,0,0,0,27,0,41.97
2010,4,1,8514.619722,25.8,1,0,1,19.7,8517.54,22.05395833,8607.651194,12.64,6,6,33,12.64,54.61
2010,4,1,8514.619722,25.8,1,0,1,19.7,8517.54,22.05395833,8607.651194,12.64,6,12,39,25.28,67.25
2010,4,2,7398.823125,24.1,1,0,1,17,7400.931667,21.56104167,7565.606967,12.64,6,6,33,12.64,54.61
2010,4,2,7398.823125,24.1,1,0,1,17,7400.931667,21.56104167,7565.606967,12.64,6,12,39,25.28,67.25
2010,4,3,7478.110799,23.2,1,0,1,12.8,7483.871042,20.72270833,7531.925379,12.64,6,6,33,12.64,54.61
2010,4,3,7478.110799,23.2,1,0,1,12.8,7483.871042,20.72270833,7531.925379,12.64,6,12,39,25.28,67.25
2010,4,4,7212.906215,21.7,1,2.6,1,14,7211.103125,20.616875,7299.549985,12.64,6,6,33,12.64,54.61
2010,4,4,7212.906215,21.7,1,2.6,1,14,7211.103125,20.616875,7299.549985,12.64,6,12,39,25.28,67.25
2010,4,5,7465.357188,21.6,1,0.4,1,9.9,7458.331458,19.640625,7499.421577,12.64,6,6,33,12.64,54.61
2010,4,5,7465.357188,21.6,1,0.4,1,9.9,7458.331458,19.640625,7499.421577,12.64,6,12,39,25.28,67.25
2010,4,6,8376.19559,23.5,1,0,1,10,8368.699167,21.798125,8343.621438,12.64,6,6,33,12.64,54.61
2010,4,6,8376.19559,23.5,1,0,1,10,8368.699167,21.798125,8343.621438,12.64,6,12,39,25.28,67.25
2010,4,7,8546.420347,24.8,1,,,8.2,8545.722708,23.40604167,8384.66006,12.64,6,6,33,12.64,54.61
2010,4,7,8546.420347,24.8,1,,,8.2,8545.722708,23.40604167,8384.66006,12.64,6,12,39,25.28,67.25
2010,4,8,8613.937604,28.2,1,,,17.4,8613.156042,24.54479167,8497.270661,12.64,6,6,33,12.64,54.61
2010,4,8,8613.937604,28.2,1,,,17.4,8613.156042,24.54479167,8497.270661,12.64,6,12,39,25.28,67.25
2010,4,9,8442.287153,24.2,1,2,1,17.9,8441.654375,24.41875,8534.099974,12.64,6,6,33,12.64,54.61
2010,4,9,8442.287153,24.2,1,2,1,17.9,8441.654375,24.41875,8534.099974,12.64,6,12,39,25.28,67.25
2010,4,10,7785.679549,27.2,1,0,1,15.1,7796.320625,24.105,7922.48348,12.64,6,6,33,12.64,54.61
2010,4,10,7785.679549,27.2,1,0,1,15.1,7796.320625,24.105,7922.48348,12.64,6,12,39,25.28,67.25
2010,4,11,7506.713576,28.5,1,0,1,16.9,7509.6975,23.13375,7603.088818,12.64,6,6,33,12.64,54.61
2010,4,11,7506.713576,28.5,1,0,1,16.9,7509.6975,23.13375,7603.088818,12.64,6,12,39,25.28,67.25
2010,4,12,8319.008576,23.6,1,,,18.3,8306.047083,23.54541667,8395.472481,12.64,6,6,33,12.64,54.61
2010,4,12,8319.008576,23.6,1,,,18.3,8306.047083,23.54541667,8395.472481,12.64,6,12,39,25.28,67.25
2010,4,13,8531.532326,21.3,1,0,1,16.8,8527.834792,83.30416667,8465.951562,12.64,6,6,33,12.64,54.61
2010,4,13,8531.532326,21.3,1,0,1,16.8,8527.834792,83.30416667,8465.951562,12.64,6,12,39,25.28,67.25
2010,4,14,8554.331701,25.4,1,0,1,18,8556.735417,23.02770833,8505.464148,12.64,6,6,33,12.64,54.61
2010,4,14,8554.331701,25.4,1,0,1,18,8556.735417,23.02770833,8505.464148,12.64,6,12,39,25.28,67.25
2010,4,15,8592.848021,24.6,1,0,1,16.6,8593.080208,22.22125,8528.519137,12.64,6,6,33,12.64,54.61
2010,4,15,8592.848021,24.6,1,0,1,16.6,8593.080208,22.22125,8528.519137,12.64,6,12,39,25.28,67.25
2010,4,16,8519.735417,22.1,1,0,1,10.5,8519.311042,21.795625,8451.556783,12.64,6,6,33,12.64,54.61
2010,4,16,8519.735417,22.1,1,0,1,10.5,8519.311042,21.795625,8451.556783,12.64,6,12,39,25.28,67.25
2010,4,17,7877.462708,24.5,1,0,1,14,7887.469375,25.27875,7907.135165,12.64,6,6,33,12.64,54.61
2010,4,17,7877.462708,24.5,1,0,1,14,7887.469375,25.27875,7907.135165,12.64,6,12,39,25.28,67.25
2010,4,18,7648.79434,25.2,1,0,1,14.2,7650.881667,22.873125,7652.734936,12.64,6,6,33,12.64,54.61
2010,4,18,7648.79434,25.2,1,0,1,14.2,7650.881667,22.873125,7652.734936,12.64,6,12,39,25.28,67.25
2010,4,19,8690.991007,26.1,1,0,1,13.3,8679.030833,23.43291667,8504.599764,12.64,6,6,33,12.64,54.61
2010,4,19,8690.991007,26.1,1,0,1,13.3,8679.030833,23.43291667,8504.599764,12.64,6,12,39,25.28,67.25
2010,4,20,8741.701701,26.2,1,0,1,13.6,8742.465625,22.67416667,8840.747016,12.64,6,6,33,12.64,54.61
2010,4,20,8741.701701,26.2,1,0,1,13.6,8742.465625,22.67416667,8840.747016,12.64,6,12,39,25.28,67.25
2010,4,21,8679.325764,26.6,1,0,1,16,8679.489375,23.365625,8745.824471,12.64,6,6,33,12.64,54.61
2010,4,21,8679.325764,26.6,1,0,1,16,8679.489375,23.365625,8745.824471,12.64,6,12,39,25.28,67.25
2010,4,22,8732.203785,31.5,1,0,1,16,8730.877917,25.71208333,8715.256351,12.64,6,6,33,12.64,54.61
2010,4,22,8732.203785,31.5,1,0,1,16,8730.877917,25.71208333,8715.256351,12.64,6,12,39,25.28,67.25
2010,4,23,8649.500069,,,0,1,15.6,8650.787083,23.17729167,8586.959861,12.64,6,6,33,12.64,54.61
2010,4,23,8649.500069,,,0,1,15.6,8650.787083,23.17729167,8586.959861,12.64,6,12,39,25.28,67.25
