REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2010/04/26 23:00:00",7820.55,20.78,TRADE
NSW1,"2010/04/26 23:30:00",7782.92,20.77,TRADE
NSW1,"2010/04/27 00:00:00",7768.4,22.39,TRADE
NSW1,"2010/04/27 00:30:00",7638.31,20.96,TRADE
NSW1,"2010/04/27 01:00:00",7580.6,20.82,TRADE
NSW1,"2010/04/27 01:30:00",7422.83,22.27,TRADE
NSW1,"2010/04/27 02:00:00",7188.5,18.48,TRADE
NSW1,"2010/04/27 02:30:00",6853.72,16.07,TRADE
NSW1,"2010/04/27 03:00:00",6520.83,12.62,TRADE
NSW1,"2010/04/27 03:30:00",6380.42,11.65,TRADE
NSW1,"2010/04/27 04:00:00",6265.83,10.61,TRADE
NSW1,"2010/04/27 04:30:00",6297.87,12.05,TRADE
NSW1,"2010/04/27 05:00:00",6373.86,13.16,TRADE
NSW1,"2010/04/27 05:30:00",6541.17,17.67,TRADE
NSW1,"2010/04/27 06:00:00",6941.8,21.29,TRADE
NSW1,"2010/04/27 06:30:00",7664.76,21.72,TRADE
NSW1,"2010/04/27 07:00:00",8309.03,22.38,TRADE
NSW1,"2010/04/27 07:30:00",8666.71,22,TRADE
NSW1,"2010/04/27 08:00:00",9050.2,22,TRADE
NSW1,"2010/04/27 08:30:00",9189.01,22,TRADE
NSW1,"2010/04/27 09:00:00",9186.17,22,TRADE
NSW1,"2010/04/27 09:30:00",9245.98,21.98,TRADE
NSW1,"2010/04/27 10:00:00",9298.75,22,TRADE
NSW1,"2010/04/27 10:30:00",9346.72,22.01,TRADE
NSW1,"2010/04/27 11:00:00",9410.06,21.86,TRADE
NSW1,"2010/04/27 11:30:00",9323.01,21.97,TRADE
NSW1,"2010/04/27 12:00:00",9186.12,21.81,TRADE
NSW1,"2010/04/27 12:30:00",9139.21,22,TRADE
NSW1,"2010/04/27 13:00:00",9140.55,22,TRADE
NSW1,"2010/04/27 13:30:00",9163.04,21.87,TRADE
NSW1,"2010/04/27 14:00:00",9076.61,22,TRADE
NSW1,"2010/04/27 14:30:00",9052.94,22,TRADE
NSW1,"2010/04/27 15:00:00",9002.73,22,TRADE
NSW1,"2010/04/27 15:30:00",8981.98,22,TRADE
NSW1,"2010/04/27 16:00:00",9094.7,22,TRADE
NSW1,"2010/04/27 16:30:00",9215.46,22,TRADE
NSW1,"2010/04/27 17:00:00",9397,23.55,TRADE
NSW1,"2010/04/27 17:30:00",9724.36,28.23,TRADE
NSW1,"2010/04/27 18:00:00",10204.61,43.09,TRADE
NSW1,"2010/04/27 18:30:00",10227.81,47.09,TRADE
NSW1,"2010/04/27 19:00:00",10009.94,40.69,TRADE
NSW1,"2010/04/27 19:30:00",9750.4,31.46,TRADE
NSW1,"2010/04/27 20:00:00",9506.48,26.8,TRADE
NSW1,"2010/04/27 20:30:00",9246.99,23.64,TRADE
NSW1,"2010/04/27 21:00:00",9066.56,22.43,TRADE
NSW1,"2010/04/27 21:30:00",8807.87,22.04,TRADE
NSW1,"2010/04/27 22:00:00",8567.85,21.63,TRADE
NSW1,"2010/04/27 22:30:00",8627.63,25.59,TRADE
NSW1,"2010/04/27 23:00:00",8488.88,23.68,TRADE
NSW1,"2010/04/27 23:30:00",8369.68,26.88,TRADE
NSW1,"2010/04/28 00:00:00",8251.58,24.74,TRADE
NSW1,"2010/04/28 00:30:00",8055.77,22.04,TRADE
NSW1,"2010/04/28 01:00:00",7882.6,21.44,TRADE
NSW1,"2010/04/28 01:30:00",7644.09,22.2,TRADE
NSW1,"2010/04/28 02:00:00",7447.6,21.87,TRADE
NSW1,"2010/04/28 02:30:00",7091.06,20.66,TRADE
NSW1,"2010/04/28 03:00:00",6768.32,18.63,TRADE
NSW1,"2010/04/28 03:30:00",6529.17,18.53,TRADE
NSW1,"2010/04/28 04:00:00",6456.63,16.04,TRADE
NSW1,"2010/04/28 04:30:00",6467.13,16.85,TRADE
NSW1,"2010/04/28 05:00:00",6557.87,16.79,TRADE
NSW1,"2010/04/28 05:30:00",6779.38,19.91,TRADE
NSW1,"2010/04/28 06:00:00",7167.41,21.39,TRADE
NSW1,"2010/04/28 06:30:00",7876.77,21.83,TRADE
NSW1,"2010/04/28 07:00:00",8562.13,22,TRADE
NSW1,"2010/04/28 07:30:00",8887.2,22.13,TRADE
NSW1,"2010/04/28 08:00:00",9173.86,22,TRADE
NSW1,"2010/04/28 08:30:00",9237.47,22,TRADE
NSW1,"2010/04/28 09:00:00",9196.76,22,TRADE
NSW1,"2010/04/28 09:30:00",9309.69,22.02,TRADE
NSW1,"2010/04/28 10:00:00",9291.92,21.86,TRADE
NSW1,"2010/04/28 10:30:00",9341.73,22,TRADE
NSW1,"2010/04/28 11:00:00",9349.96,22,TRADE
NSW1,"2010/04/28 11:30:00",9311.18,22,TRADE
NSW1,"2010/04/28 12:00:00",9268.98,22,TRADE
NSW1,"2010/04/28 12:30:00",9256.42,22,TRADE
NSW1,"2010/04/28 13:00:00",9223.7,22,TRADE
NSW1,"2010/04/28 13:30:00",9228.87,22,TRADE
NSW1,"2010/04/28 14:00:00",9230.94,22,TRADE
NSW1,"2010/04/28 14:30:00",9224.91,22.48,TRADE
NSW1,"2010/04/28 15:00:00",9196.81,22,TRADE
NSW1,"2010/04/28 15:30:00",9123.85,22,TRADE
NSW1,"2010/04/28 16:00:00",9106.51,22,TRADE
NSW1,"2010/04/28 16:30:00",9104.5,22,TRADE
NSW1,"2010/04/28 17:00:00",9163.31,21.95,TRADE
NSW1,"2010/04/28 17:30:00",9349.04,23.1,TRADE
NSW1,"2010/04/28 18:00:00",9907.4,27.05,TRADE
NSW1,"2010/04/28 18:30:00",9914.36,29.97,TRADE
NSW1,"2010/04/28 19:00:00",9759.05,26.33,TRADE
NSW1,"2010/04/28 19:30:00",9458.74,22.34,TRADE
NSW1,"2010/04/28 20:00:00",9255.37,22,TRADE
NSW1,"2010/04/28 20:30:00",9051.7,22,TRADE
NSW1,"2010/04/28 21:00:00",8842.98,21.97,TRADE
NSW1,"2010/04/28 21:30:00",8565.26,21.99,TRADE
NSW1,"2010/04/28 22:00:00",8248.6,21.93,TRADE
NSW1,"2010/04/28 22:30:00",8417.14,26.1,TRADE
NSW1,"2010/04/28 23:00:00",8305.96,22.32,TRADE
NSW1,"2010/04/28 23:30:00",8234.53,22.51,TRADE
NSW1,"2010/04/29 00:00:00",8088.23,22.24,TRADE
NSW1,"2010/04/29 00:30:00",7890.67,21.77,TRADE
NSW1,"2010/04/29 01:00:00",7689.33,21.45,TRADE
NSW1,"2010/04/29 01:30:00",7497.64,22.24,TRADE
NSW1,"2010/04/29 02:00:00",7320.55,22.94,TRADE
NSW1,"2010/04/29 02:30:00",6976.71,20.62,TRADE
NSW1,"2010/04/29 03:00:00",6649.28,20.07,TRADE
NSW1,"2010/04/29 03:30:00",6389.82,16.21,TRADE
NSW1,"2010/04/29 04:00:00",6312.12,16.58,TRADE
NSW1,"2010/04/29 04:30:00",6322.82,16.17,TRADE
NSW1,"2010/04/29 05:00:00",6433.41,19.64,TRADE
NSW1,"2010/04/29 05:30:00",6756.1,17.18,TRADE
NSW1,"2010/04/29 06:00:00",7135.04,21.59,TRADE
NSW1,"2010/04/29 06:30:00",7850.17,22,TRADE
NSW1,"2010/04/29 07:00:00",8481.33,22,TRADE
NSW1,"2010/04/29 07:30:00",8825.16,22.05,TRADE
NSW1,"2010/04/29 08:00:00",9155.85,22.01,TRADE
NSW1,"2010/04/29 08:30:00",9237.65,22,TRADE
NSW1,"2010/04/29 09:00:00",9228.81,22,TRADE
NSW1,"2010/04/29 09:30:00",9373.2,22,TRADE
NSW1,"2010/04/29 10:00:00",9411.46,22,TRADE
NSW1,"2010/04/29 10:30:00",9428.96,22,TRADE
NSW1,"2010/04/29 11:00:00",9453.84,24.29,TRADE
NSW1,"2010/04/29 11:30:00",9378.36,23.86,TRADE
NSW1,"2010/04/29 12:00:00",9304.37,22.3,TRADE
NSW1,"2010/04/29 12:30:00",9340.75,23.92,TRADE
NSW1,"2010/04/29 13:00:00",9368.8,24.41,TRADE
NSW1,"2010/04/29 13:30:00",9353.46,24.55,TRADE
NSW1,"2010/04/29 14:00:00",9391.17,24.67,TRADE
NSW1,"2010/04/29 14:30:00",9412.3,24.79,TRADE
NSW1,"2010/04/29 15:00:00",9354.6,23.87,TRADE
NSW1,"2010/04/29 15:30:00",9294.03,21.98,TRADE
NSW1,"2010/04/29 16:00:00",9257.87,22,TRADE
NSW1,"2010/04/29 16:30:00",9230.7,21.89,TRADE
NSW1,"2010/04/29 17:00:00",9242.01,22,TRADE
NSW1,"2010/04/29 17:30:00",9416.55,23.77,TRADE
NSW1,"2010/04/29 18:00:00",9988.52,31.62,TRADE
NSW1,"2010/04/29 18:30:00",10047.07,35.19,TRADE
NSW1,"2010/04/29 19:00:00",9878.14,29.61,TRADE
NSW1,"2010/04/29 19:30:00",9653.01,24.49,TRADE
NSW1,"2010/04/29 20:00:00",9576.73,23.18,TRADE
NSW1,"2010/04/29 20:30:00",9399.81,23.26,TRADE
NSW1,"2010/04/29 21:00:00",9188.04,22.53,TRADE
NSW1,"2010/04/29 21:30:00",8890.92,22.36,TRADE
NSW1,"2010/04/29 22:00:00",8616.12,21.75,TRADE
NSW1,"2010/04/29 22:30:00",8709.84,24.26,TRADE
NSW1,"2010/04/29 23:00:00",8545.33,22.01,TRADE
NSW1,"2010/04/29 23:30:00",8429.92,24.79,TRADE
NSW1,"2010/04/30 00:00:00",8319.62,24.65,TRADE
NSW1,"2010/04/30 00:30:00",8142.13,22.4,TRADE
NSW1,"2010/04/30 01:00:00",7937.56,21.61,TRADE
NSW1,"2010/04/30 01:30:00",7745.12,24.01,TRADE
NSW1,"2010/04/30 02:00:00",7558.92,24.08,TRADE
NSW1,"2010/04/30 02:30:00",7219.89,21.33,TRADE
NSW1,"2010/04/30 03:00:00",6945.39,20.83,TRADE
NSW1,"2010/04/30 03:30:00",6756.43,20.89,TRADE
NSW1,"2010/04/30 04:00:00",6646.22,20.15,TRADE
NSW1,"2010/04/30 04:30:00",6632.01,19.51,TRADE
NSW1,"2010/04/30 05:00:00",6718.34,20.64,TRADE
NSW1,"2010/04/30 05:30:00",7047.77,22,TRADE
NSW1,"2010/04/30 06:00:00",7412.86,22.56,TRADE
NSW1,"2010/04/30 06:30:00",8103.15,22.04,TRADE
NSW1,"2010/04/30 07:00:00",8664.08,22.12,TRADE
NSW1,"2010/04/30 07:30:00",9045.13,24.24,TRADE
NSW1,"2010/04/30 08:00:00",9481.22,32.61,TRADE
NSW1,"2010/04/30 08:30:00",9568.73,32.17,TRADE
NSW1,"2010/04/30 09:00:00",9557.01,26.74,TRADE
NSW1,"2010/04/30 09:30:00",9641.34,29.36,TRADE
NSW1,"2010/04/30 10:00:00",9685.54,27.12,TRADE
NSW1,"2010/04/30 10:30:00",9773.21,27.89,TRADE
NSW1,"2010/04/30 11:00:00",9726.65,25.51,TRADE
NSW1,"2010/04/30 11:30:00",9659.43,24.26,TRADE
NSW1,"2010/04/30 12:00:00",9636.95,24.49,TRADE
NSW1,"2010/04/30 12:30:00",9607.78,26.02,TRADE
NSW1,"2010/04/30 13:00:00",9512.87,25.49,TRADE
NSW1,"2010/04/30 13:30:00",9502.36,25.27,TRADE
NSW1,"2010/04/30 14:00:00",9459.21,25.1,TRADE
NSW1,"2010/04/30 14:30:00",9430.99,23.99,TRADE
NSW1,"2010/04/30 15:00:00",9362.01,22.89,TRADE
NSW1,"2010/04/30 15:30:00",9276.43,22.17,TRADE
NSW1,"2010/04/30 16:00:00",9288.41,22.03,TRADE
NSW1,"2010/04/30 16:30:00",9336.63,22.07,TRADE
NSW1,"2010/04/30 17:00:00",9439.1,22.4,TRADE
NSW1,"2010/04/30 17:30:00",9602.93,26.16,TRADE
NSW1,"2010/04/30 18:00:00",9993.32,38.49,TRADE
NSW1,"2010/04/30 18:30:00",9894.43,38.16,TRADE
NSW1,"2010/04/30 19:00:00",9634.29,32.93,TRADE
NSW1,"2010/04/30 19:30:00",9368.89,25,TRADE
NSW1,"2010/04/30 20:00:00",9221.93,23.86,TRADE
NSW1,"2010/04/30 20:30:00",9071.02,22.29,TRADE
NSW1,"2010/04/30 21:00:00",8939.42,22.46,TRADE
NSW1,"2010/04/30 21:30:00",8726.26,22.51,TRADE
NSW1,"2010/04/30 22:00:00",8502.61,22,TRADE
NSW1,"2010/04/30 22:30:00",8640.12,23.68,TRADE
NSW1,"2010/04/30 23:00:00",8572.52,24.4,TRADE
NSW1,"2010/04/30 23:30:00",8542.99,29.34,TRADE
NSW1,"2010/05/01 00:00:00",8417.83,27.61,TRADE
REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2010/05/01 00:30:00",8235.27,23.18,TRADE
NSW1,"2010/05/01 01:00:00",7958.78,21.94,TRADE
NSW1,"2010/05/01 01:30:00",7837.19,23.62,TRADE
NSW1,"2010/05/01 02:00:00",7490.17,21.67,TRADE
NSW1,"2010/05/01 02:30:00",7097.94,20.83,TRADE
NSW1,"2010/05/01 03:00:00",6826.85,21.05,TRADE
NSW1,"2010/05/01 03:30:00",6591.02,20.69,TRADE
NSW1,"2010/05/01 04:00:00",6488.85,19.11,TRADE
NSW1,"2010/05/01 04:30:00",6303.81,16.27,TRADE
NSW1,"2010/05/01 05:00:00",6419.9,17.22,TRADE
NSW1,"2010/05/01 05:30:00",6492.44,17.17,TRADE
NSW1,"2010/05/01 06:00:00",6578.72,19.84,TRADE
NSW1,"2010/05/01 06:30:00",6903.74,20.23,TRADE
NSW1,"2010/05/01 07:00:00",7092.1,19.01,TRADE
NSW1,"2010/05/01 07:30:00",7479.23,21.65,TRADE
NSW1,"2010/05/01 08:00:00",7922.57,23.52,TRADE
NSW1,"2010/05/01 08:30:00",8328.04,23.58,TRADE
NSW1,"2010/05/01 09:00:00",8575.11,23.35,TRADE
NSW1,"2010/05/01 09:30:00",8852.93,23.52,TRADE
NSW1,"2010/05/01 10:00:00",8835.25,27.24,TRADE
NSW1,"2010/05/01 10:30:00",8837.96,28.04,TRADE
NSW1,"2010/05/01 11:00:00",8728.98,24.96,TRADE
NSW1,"2010/05/01 11:30:00",8709.95,23.9,TRADE
NSW1,"2010/05/01 12:00:00",8667.82,22.82,TRADE
NSW1,"2010/05/01 12:30:00",8592.9,21.82,TRADE
NSW1,"2010/05/01 13:00:00",8496.47,21.77,TRADE
NSW1,"2010/05/01 13:30:00",8372.5,21.92,TRADE
NSW1,"2010/05/01 14:00:00",8259,21.87,TRADE
NSW1,"2010/05/01 14:30:00",8144.46,22,TRADE
NSW1,"2010/05/01 15:00:00",8080.12,22,TRADE
NSW1,"2010/05/01 15:30:00",8098.59,22.21,TRADE
NSW1,"2010/05/01 16:00:00",8087.71,22,TRADE
NSW1,"2010/05/01 16:30:00",8149.07,22,TRADE
NSW1,"2010/05/01 17:00:00",8269.99,22.22,TRADE
NSW1,"2010/05/01 17:30:00",8494.94,24.37,TRADE
NSW1,"2010/05/01 18:00:00",9034.08,40.23,TRADE
NSW1,"2010/05/01 18:30:00",9130.96,46.34,TRADE
NSW1,"2010/05/01 19:00:00",8874.18,36.16,TRADE
NSW1,"2010/05/01 19:30:00",8651.16,27.95,TRADE
NSW1,"2010/05/01 20:00:00",8481.95,22.16,TRADE
NSW1,"2010/05/01 20:30:00",8351.49,22,TRADE
NSW1,"2010/05/01 21:00:00",8249.05,21.83,TRADE
NSW1,"2010/05/01 21:30:00",8082.49,22,TRADE
NSW1,"2010/05/01 22:00:00",7907.56,21.72,TRADE
NSW1,"2010/05/01 22:30:00",8005.5,22.36,TRADE
NSW1,"2010/05/01 23:00:00",7904.59,22.04,TRADE
NSW1,"2010/05/01 23:30:00",7886.49,26.28,TRADE
NSW1,"2010/05/02 00:00:00",7705.51,22.93,TRADE
NSW1,"2010/05/02 00:30:00",7486.3,21.73,TRADE
NSW1,"2010/05/02 01:00:00",7240.54,21.67,TRADE
NSW1,"2010/05/02 01:30:00",7095.87,22.27,TRADE
NSW1,"2010/05/02 02:00:00",6906.67,21.18,TRADE
NSW1,"2010/05/02 02:30:00",6587.9,18.81,TRADE
NSW1,"2010/05/02 03:00:00",6337.1,17.86,TRADE
NSW1,"2010/05/02 03:30:00",6225.8,15.51,TRADE
NSW1,"2010/05/02 04:00:00",6180.53,16.62,TRADE
NSW1,"2010/05/02 04:30:00",6140.02,16.57,TRADE
NSW1,"2010/05/02 05:00:00",6151.41,15.97,TRADE
NSW1,"2010/05/02 05:30:00",6178.35,16.33,TRADE
NSW1,"2010/05/02 06:00:00",6264.76,16.95,TRADE
NSW1,"2010/05/02 06:30:00",6410.55,16.38,TRADE
NSW1,"2010/05/02 07:00:00",6546.69,15.7,TRADE
NSW1,"2010/05/02 07:30:00",6829.65,16.41,TRADE
NSW1,"2010/05/02 08:00:00",7206.51,19.59,TRADE
NSW1,"2010/05/02 08:30:00",7557.82,21.68,TRADE
NSW1,"2010/05/02 09:00:00",7933.59,22,TRADE
NSW1,"2010/05/02 09:30:00",8141.44,22.1,TRADE
NSW1,"2010/05/02 10:00:00",8222.36,22.1,TRADE
NSW1,"2010/05/02 10:30:00",8359.61,22.08,TRADE
NSW1,"2010/05/02 11:00:00",8272.75,21.92,TRADE
NSW1,"2010/05/02 11:30:00",8266.25,22.02,TRADE
NSW1,"2010/05/02 12:00:00",8225.18,22.01,TRADE
NSW1,"2010/05/02 12:30:00",8167.78,21.86,TRADE
NSW1,"2010/05/02 13:00:00",8136.7,21.92,TRADE
NSW1,"2010/05/02 13:30:00",8061.92,21.99,TRADE
NSW1,"2010/05/02 14:00:00",8012.72,22,TRADE
NSW1,"2010/05/02 14:30:00",7968.52,22,TRADE
NSW1,"2010/05/02 15:00:00",7946.26,22,TRADE
NSW1,"2010/05/02 15:30:00",8001.9,21.96,TRADE
NSW1,"2010/05/02 16:00:00",7974.7,22,TRADE
NSW1,"2010/05/02 16:30:00",8129.5,22,TRADE
NSW1,"2010/05/02 17:00:00",8205.65,22.11,TRADE
NSW1,"2010/05/02 17:30:00",8429.71,25.17,TRADE
NSW1,"2010/05/02 18:00:00",9123.17,40.12,TRADE
NSW1,"2010/05/02 18:30:00",9257.33,44.03,TRADE
NSW1,"2010/05/02 19:00:00",9045.26,37.27,TRADE
NSW1,"2010/05/02 19:30:00",8800.94,25.49,TRADE
NSW1,"2010/05/02 20:00:00",8646.89,22.15,TRADE
NSW1,"2010/05/02 20:30:00",8565.36,22,TRADE
NSW1,"2010/05/02 21:00:00",8480.07,22,TRADE
NSW1,"2010/05/02 21:30:00",8207.12,21.89,TRADE
NSW1,"2010/05/02 22:00:00",8044.75,21.89,TRADE
NSW1,"2010/05/02 22:30:00",7969.5,22,TRADE
NSW1,"2010/05/02 23:00:00",7883.36,21.97,TRADE
NSW1,"2010/05/02 23:30:00",7745.86,24.08,TRADE
NSW1,"2010/05/03 00:00:00",7611.01,22.4,TRADE
NSW1,"2010/05/03 00:30:00",7411.26,22,TRADE
NSW1,"2010/05/03 01:00:00",7209.74,21.59,TRADE
NSW1,"2010/05/03 01:30:00",7025.95,22.43,TRADE
NSW1,"2010/05/03 02:00:00",6902.94,22.34,TRADE
NSW1,"2010/05/03 02:30:00",6600.74,20.9,TRADE
NSW1,"2010/05/03 03:00:00",6426.76,19.93,TRADE
NSW1,"2010/05/03 03:30:00",6344.4,19,TRADE
NSW1,"2010/05/03 04:00:00",6336.33,18.22,TRADE
NSW1,"2010/05/03 04:30:00",6364.88,17.43,TRADE
NSW1,"2010/05/03 05:00:00",6452.21,19.98,TRADE
NSW1,"2010/05/03 05:30:00",6717.83,21.29,TRADE
NSW1,"2010/05/03 06:00:00",7154.04,21.87,TRADE
NSW1,"2010/05/03 06:30:00",7856.1,22.63,TRADE
NSW1,"2010/05/03 07:00:00",8475.04,22.39,TRADE
NSW1,"2010/05/03 07:30:00",8826.94,22.25,TRADE
NSW1,"2010/05/03 08:00:00",9190.04,25.98,TRADE
NSW1,"2010/05/03 08:30:00",9339.62,25.54,TRADE
NSW1,"2010/05/03 09:00:00",9371.27,23.28,TRADE
NSW1,"2010/05/03 09:30:00",9538.55,24.35,TRADE
NSW1,"2010/05/03 10:00:00",9583.68,23.95,TRADE
NSW1,"2010/05/03 10:30:00",9677.64,22.87,TRADE
NSW1,"2010/05/03 11:00:00",9662.72,22.63,TRADE
NSW1,"2010/05/03 11:30:00",9655.33,22.62,TRADE
NSW1,"2010/05/03 12:00:00",9719.69,22.96,TRADE
NSW1,"2010/05/03 12:30:00",9687.7,23.09,TRADE
NSW1,"2010/05/03 13:00:00",9635.15,23.33,TRADE
NSW1,"2010/05/03 13:30:00",9618.64,22.97,TRADE
NSW1,"2010/05/03 14:00:00",9651.95,23.59,TRADE
NSW1,"2010/05/03 14:30:00",9615.15,22.79,TRADE
NSW1,"2010/05/03 15:00:00",9555.17,22.21,TRADE
NSW1,"2010/05/03 15:30:00",9511.47,22.13,TRADE
NSW1,"2010/05/03 16:00:00",9490.81,22.21,TRADE
NSW1,"2010/05/03 16:30:00",9487.47,22.4,TRADE
NSW1,"2010/05/03 17:00:00",9550.08,22.29,TRADE
NSW1,"2010/05/03 17:30:00",9757.39,27.01,TRADE
NSW1,"2010/05/03 18:00:00",10251.33,41.55,TRADE
NSW1,"2010/05/03 18:30:00",10131.85,41.23,TRADE
NSW1,"2010/05/03 19:00:00",9906.78,33.68,TRADE
NSW1,"2010/05/03 19:30:00",9535.39,25.47,TRADE
NSW1,"2010/05/03 20:00:00",9347.92,23.82,TRADE
NSW1,"2010/05/03 20:30:00",9138.99,22.6,TRADE
NSW1,"2010/05/03 21:00:00",8935.83,22.11,TRADE
NSW1,"2010/05/03 21:30:00",8761.49,21.97,TRADE
NSW1,"2010/05/03 22:00:00",8510.79,21.62,TRADE
NSW1,"2010/05/03 22:30:00",8619.64,23.16,TRADE
NSW1,"2010/05/03 23:00:00",8538.95,22.43,TRADE
NSW1,"2010/05/03 23:30:00",8419.21,23.3,TRADE
NSW1,"2010/05/04 00:00:00",8310.85,21.85,TRADE
NSW1,"2010/05/04 00:30:00",8114.72,21.66,TRADE
NSW1,"2010/05/04 01:00:00",7942.1,21.58,TRADE
NSW1,"2010/05/04 01:30:00",7740.37,22.33,TRADE
NSW1,"2010/05/04 02:00:00",7500.8,21.85,TRADE
NSW1,"2010/05/04 02:30:00",7105.83,20.22,TRADE
NSW1,"2010/05/04 03:00:00",6812.53,18.75,TRADE
NSW1,"2010/05/04 03:30:00",6647.84,19.5,TRADE
NSW1,"2010/05/04 04:00:00",6531.97,16.18,TRADE
NSW1,"2010/05/04 04:30:00",6512.67,19.63,TRADE
NSW1,"2010/05/04 05:00:00",6597.09,20.49,TRADE
NSW1,"2010/05/04 05:30:00",6859.11,20.88,TRADE
NSW1,"2010/05/04 06:00:00",7206.16,21.98,TRADE
NSW1,"2010/05/04 06:30:00",7974.03,24.61,TRADE
NSW1,"2010/05/04 07:00:00",8633.41,22.6,TRADE
NSW1,"2010/05/04 07:30:00",8945.91,22.24,TRADE
NSW1,"2010/05/04 08:00:00",9295.41,23.71,TRADE
NSW1,"2010/05/04 08:30:00",9385.18,23.28,TRADE
NSW1,"2010/05/04 09:00:00",9408.75,23.18,TRADE
NSW1,"2010/05/04 09:30:00",9527.16,23.05,TRADE
NSW1,"2010/05/04 10:00:00",9467.41,22.43,TRADE
NSW1,"2010/05/04 10:30:00",9535.93,22.35,TRADE
NSW1,"2010/05/04 11:00:00",9568.69,22.23,TRADE
NSW1,"2010/05/04 11:30:00",9581.33,22.28,TRADE
NSW1,"2010/05/04 12:00:00",9558.42,22.17,TRADE
NSW1,"2010/05/04 12:30:00",9560.65,22.22,TRADE
NSW1,"2010/05/04 13:00:00",9509.85,22.07,TRADE
NSW1,"2010/05/04 13:30:00",9505.61,22.03,TRADE
NSW1,"2010/05/04 14:00:00",9462.87,21.98,TRADE
NSW1,"2010/05/04 14:30:00",9472.96,22.16,TRADE
NSW1,"2010/05/04 15:00:00",9357.54,22.01,TRADE
NSW1,"2010/05/04 15:30:00",9340.91,22,TRADE
NSW1,"2010/05/04 16:00:00",9363.68,22.02,TRADE
NSW1,"2010/05/04 16:30:00",9457.3,22.04,TRADE
NSW1,"2010/05/04 17:00:00",9460.95,22.67,TRADE
NSW1,"2010/05/04 17:30:00",9747.5,26.34,TRADE
NSW1,"2010/05/04 18:00:00",10102.39,40.5,TRADE
NSW1,"2010/05/04 18:30:00",10125.57,43.29,TRADE
NSW1,"2010/05/04 19:00:00",9816.91,29.84,TRADE
NSW1,"2010/05/04 19:30:00",9495.2,24.79,TRADE
NSW1,"2010/05/04 20:00:00",9286.65,23.2,TRADE
NSW1,"2010/05/04 20:30:00",9155.19,22.44,TRADE
NSW1,"2010/05/04 21:00:00",8998.71,22.2,TRADE
NSW1,"2010/05/04 21:30:00",8686.43,22,TRADE
NSW1,"2010/05/04 22:00:00",8513.86,21.59,TRADE
NSW1,"2010/05/04 22:30:00",8579.92,22.67,TRADE
NSW1,"2010/05/04 23:00:00",8429.11,22.29,TRADE
NSW1,"2010/05/04 23:30:00",8388.7,23.37,TRADE
NSW1,"2010/05/05 00:00:00",8247.29,21.74,TRADE
NSW1,"2010/05/05 00:30:00",8016.48,21.5,TRADE
NSW1,"2010/05/05 01:00:00",7793.4,21.94,TRADE
NSW1,"2010/05/05 01:30:00",7710.28,23.5,TRADE
NSW1,"2010/05/05 02:00:00",7492.12,21.98,TRADE
NSW1,"2010/05/05 02:30:00",7131.6,20.93,TRADE
NSW1,"2010/05/05 03:00:00",6826.68,20.73,TRADE
NSW1,"2010/05/05 03:30:00",6648.53,20.05,TRADE
NSW1,"2010/05/05 04:00:00",6520.4,19.17,TRADE
NSW1,"2010/05/05 04:30:00",6529.17,20,TRADE
NSW1,"2010/05/05 05:00:00",6599.01,20.13,TRADE
NSW1,"2010/05/05 05:30:00",6870.34,20.98,TRADE
NSW1,"2010/05/05 06:00:00",7196.05,22.62,TRADE
NSW1,"2010/05/05 06:30:00",7936.16,23.68,TRADE
NSW1,"2010/05/05 07:00:00",8566.4,22.23,TRADE
NSW1,"2010/05/05 07:30:00",8821,21.96,TRADE
NSW1,"2010/05/05 08:00:00",9089.58,23.73,TRADE
NSW1,"2010/05/05 08:30:00",9283.98,24.98,TRADE
NSW1,"2010/05/05 09:00:00",9308.44,25.57,TRADE
NSW1,"2010/05/05 09:30:00",9363.79,23.83,TRADE
NSW1,"2010/05/05 10:00:00",9408.9,23.05,TRADE
NSW1,"2010/05/05 10:30:00",9426.26,22.4,TRADE
NSW1,"2010/05/05 11:00:00",9409.31,21.97,TRADE
NSW1,"2010/05/05 11:30:00",9345.31,21.95,TRADE
NSW1,"2010/05/05 12:00:00",9286.3,22,TRADE
NSW1,"2010/05/05 12:30:00",9200.53,22,TRADE
NSW1,"2010/05/05 13:00:00",9097.25,21.96,TRADE
NSW1,"2010/05/05 13:30:00",9175.98,21.99,TRADE
NSW1,"2010/05/05 14:00:00",9107.73,22,TRADE
NSW1,"2010/05/05 14:30:00",9108.96,22,TRADE
NSW1,"2010/05/05 15:00:00",9025.21,22,TRADE
NSW1,"2010/05/05 15:30:00",8926.89,22,TRADE
NSW1,"2010/05/05 16:00:00",8975.4,22,TRADE
NSW1,"2010/05/05 16:30:00",9037.08,22,TRADE
NSW1,"2010/05/05 17:00:00",9132.46,22.04,TRADE
NSW1,"2010/05/05 17:30:00",9524.84,24.13,TRADE
NSW1,"2010/05/05 18:00:00",10133.1,60.51,TRADE
NSW1,"2010/05/05 18:30:00",10226.26,85.52,TRADE
NSW1,"2010/05/05 19:00:00",9981.92,43.66,TRADE
NSW1,"2010/05/05 19:30:00",9729.99,30.16,TRADE
