REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,"2010/01/01 00:30:00",7809.31,21.5,TRADE
NSW1,"2010/01/01 01:00:00",7483.69,20.98,TRADE
NSW1,"2010/01/01 01:30:00",7117.23,20.06,TRADE
NSW1,"2010/01/01 02:00:00",6812.03,17.93,TRADE
NSW1,"2010/01/01 02:30:00",6544.33,17.43,TRADE
NSW1,"2010/01/01 03:00:00",6377.32,16.85,TRADE
NSW1,"2010/01/01 03:30:00",6282.85,15.06,TRADE
NSW1,"2010/01/01 04:00:00",6211.49,13.23,TRADE
NSW1,"2010/01/01 04:30:00",6248.31,15.09,TRADE
NSW1,"2010/01/01 05:00:00",6198.61,15.13,TRADE
NSW1,"2010/01/01 05:30:00",6237.35,11.84,TRADE
NSW1,"2010/01/01 06:00:00",6370.48,15.46,TRADE
NSW1,"2010/01/01 06:30:00",6506.42,16.8,TRADE
NSW1,"2010/01/01 07:00:00",6738.75,17.36,TRADE
NSW1,"2010/01/01 07:30:00",6980.41,18.06,TRADE
NSW1,"2010/01/01 08:00:00",7213.33,20.44,TRADE
NSW1,"2010/01/01 08:30:00",7515.6,21,TRADE
NSW1,"2010/01/01 09:00:00",7761.46,21.08,TRADE
NSW1,"2010/01/01 09:30:00",7915.54,21.14,TRADE
NSW1,"2010/01/01 10:00:00",8067.16,21.96,TRADE
NSW1,"2010/01/01 10:30:00",8123.31,22.08,TRADE
NSW1,"2010/01/01 11:00:00",8195.51,22,TRADE
NSW1,"2010/01/01 11:30:00",8221.36,22,TRADE
NSW1,"2010/01/01 12:00:00",8278.09,22.04,TRADE
NSW1,"2010/01/01 12:30:00",8361.58,22,TRADE
NSW1,"2010/01/01 13:00:00",8337.92,22,TRADE
NSW1,"2010/01/01 13:30:00",8421.08,22.36,TRADE
NSW1,"2010/01/01 14:00:00",8477.34,22,TRADE
NSW1,"2010/01/01 14:30:00",8501.39,22,TRADE
NSW1,"2010/01/01 15:00:00",8557.94,22,TRADE
NSW1,"2010/01/01 15:30:00",8603.11,22,TRADE
NSW1,"2010/01/01 16:00:00",8715.69,22.01,TRADE
NSW1,"2010/01/01 16:30:00",8791.61,22,TRADE
NSW1,"2010/01/01 17:00:00",8883.98,22.82,TRADE
NSW1,"2010/01/01 17:30:00",8835.92,23.87,TRADE
NSW1,"2010/01/01 18:00:00",8765.46,23.68,TRADE
NSW1,"2010/01/01 18:30:00",8640.56,22.5,TRADE
NSW1,"2010/01/01 19:00:00",8544.55,22,TRADE
NSW1,"2010/01/01 19:30:00",8562.12,22.01,TRADE
NSW1,"2010/01/01 20:00:00",8635.78,22.02,TRADE
NSW1,"2010/01/01 20:30:00",8573.05,22.01,TRADE
NSW1,"2010/01/01 21:00:00",8333.54,21.98,TRADE
NSW1,"2010/01/01 21:30:00",8343.8,22.4,TRADE
NSW1,"2010/01/01 22:00:00",8295.59,21.5,TRADE
NSW1,"2010/01/01 22:30:00",8210.54,21.7,TRADE
NSW1,"2010/01/01 23:00:00",8041.77,22.27,TRADE
NSW1,"2010/01/01 23:30:00",7782.68,21.5,TRADE
NSW1,"2010/01/02 00:00:00",7574.85,21,TRADE
NSW1,"2010/01/02 00:30:00",7343.3,20.67,TRADE
NSW1,"2010/01/02 01:00:00",7099.73,19.27,TRADE
NSW1,"2010/01/02 01:30:00",6779.8,17.92,TRADE
NSW1,"2010/01/02 02:00:00",6497.47,15.63,TRADE
NSW1,"2010/01/02 02:30:00",6347.69,14.32,TRADE
NSW1,"2010/01/02 03:00:00",6223.64,14.08,TRADE
NSW1,"2010/01/02 03:30:00",6182.07,15.26,TRADE
NSW1,"2010/01/02 04:00:00",6140.82,15.56,TRADE
NSW1,"2010/01/02 04:30:00",6224.48,12.98,TRADE
NSW1,"2010/01/02 05:00:00",6260,14.87,TRADE
NSW1,"2010/01/02 05:30:00",6336.2,16.33,TRADE
NSW1,"2010/01/02 06:00:00",6470.82,16.86,TRADE
NSW1,"2010/01/02 06:30:00",6679.67,17.47,TRADE
NSW1,"2010/01/02 07:00:00",7032.62,17.07,TRADE
NSW1,"2010/01/02 07:30:00",7394.7,20.33,TRADE
NSW1,"2010/01/02 08:00:00",7788.18,21.47,TRADE
NSW1,"2010/01/02 08:30:00",8219.48,22.01,TRADE
NSW1,"2010/01/02 09:00:00",8344.2,22.01,TRADE
NSW1,"2010/01/02 09:30:00",8572.63,22.59,TRADE
NSW1,"2010/01/02 10:00:00",8698.38,22.11,TRADE
NSW1,"2010/01/02 10:30:00",8924.21,22.1,TRADE
NSW1,"2010/01/02 11:00:00",9018.29,22.07,TRADE
NSW1,"2010/01/02 11:30:00",9090.32,22.01,TRADE
NSW1,"2010/01/02 12:00:00",9028.7,22.13,TRADE
NSW1,"2010/01/02 12:30:00",8940.66,22,TRADE
NSW1,"2010/01/02 13:00:00",8792.66,22,TRADE
NSW1,"2010/01/02 13:30:00",8823.5,22.01,TRADE
NSW1,"2010/01/02 14:00:00",8908.07,21.83,TRADE
NSW1,"2010/01/02 14:30:00",8929.36,22.01,TRADE
NSW1,"2010/01/02 15:00:00",9017.31,22,TRADE
NSW1,"2010/01/02 15:30:00",9147.54,22.81,TRADE
NSW1,"2010/01/02 16:00:00",9282.8,24.39,TRADE
NSW1,"2010/01/02 16:30:00",9294.07,24.82,TRADE
NSW1,"2010/01/02 17:00:00",9263.27,24.41,TRADE
NSW1,"2010/01/02 17:30:00",9136.62,22.3,TRADE
NSW1,"2010/01/02 18:00:00",9039.32,22.01,TRADE
NSW1,"2010/01/02 18:30:00",8929.77,21.9,TRADE
NSW1,"2010/01/02 19:00:00",8711.58,21.98,TRADE
NSW1,"2010/01/02 19:30:00",8632.31,22,TRADE
NSW1,"2010/01/02 20:00:00",8714.63,22.83,TRADE
NSW1,"2010/01/02 20:30:00",8637.4,21.98,TRADE
NSW1,"2010/01/02 21:00:00",8429.31,21.96,TRADE
NSW1,"2010/01/02 21:30:00",8386.9,22,TRADE
NSW1,"2010/01/02 22:00:00",8223.8,22.4,TRADE
NSW1,"2010/01/02 22:30:00",8056.14,22.03,TRADE
NSW1,"2010/01/02 23:00:00",7774.04,21.6,TRADE
NSW1,"2010/01/02 23:30:00",7494.76,21.56,TRADE
NSW1,"2010/01/03 00:00:00",7284.1,21.4,TRADE
NSW1,"2010/01/03 00:30:00",7053.93,20.76,TRADE
NSW1,"2010/01/03 01:00:00",6820.07,20.33,TRADE
NSW1,"2010/01/03 01:30:00",6537.47,20.37,TRADE
NSW1,"2010/01/03 02:00:00",6362.67,17.89,TRADE
NSW1,"2010/01/03 02:30:00",6178.57,15.98,TRADE
NSW1,"2010/01/03 03:00:00",6088.35,14.91,TRADE
NSW1,"2010/01/03 03:30:00",6077.74,15.5,TRADE
NSW1,"2010/01/03 04:00:00",6059.53,14.18,TRADE
NSW1,"2010/01/03 04:30:00",6101.68,13.06,TRADE
NSW1,"2010/01/03 05:00:00",6111.6,13.13,TRADE
NSW1,"2010/01/03 05:30:00",6173.45,14.17,TRADE
NSW1,"2010/01/03 06:00:00",6289.99,15.92,TRADE
NSW1,"2010/01/03 06:30:00",6486.85,16.8,TRADE
NSW1,"2010/01/03 07:00:00",6741.22,17.27,TRADE
NSW1,"2010/01/03 07:30:00",7067.4,19.65,TRADE
NSW1,"2010/01/03 08:00:00",7372.19,21.23,TRADE
NSW1,"2010/01/03 08:30:00",7654.43,21.37,TRADE
NSW1,"2010/01/03 09:00:00",7872.77,22.01,TRADE
NSW1,"2010/01/03 09:30:00",8080.89,23.99,TRADE
NSW1,"2010/01/03 10:00:00",8170.53,22.17,TRADE
NSW1,"2010/01/03 10:30:00",8219.42,22.17,TRADE
NSW1,"2010/01/03 11:00:00",8247.61,24.13,TRADE
NSW1,"2010/01/03 11:30:00",8210.11,24.1,TRADE
NSW1,"2010/01/03 12:00:00",8190.92,22.07,TRADE
NSW1,"2010/01/03 12:30:00",8167.87,22,TRADE
NSW1,"2010/01/03 13:00:00",8085.82,21.58,TRADE
NSW1,"2010/01/03 13:30:00",8006.24,21.94,TRADE
NSW1,"2010/01/03 14:00:00",7954.82,22,TRADE
NSW1,"2010/01/03 14:30:00",7958.57,22.02,TRADE
NSW1,"2010/01/03 15:00:00",7953.7,22,TRADE
NSW1,"2010/01/03 15:30:00",7925.27,22,TRADE
NSW1,"2010/01/03 16:00:00",7902.04,21.99,TRADE
NSW1,"2010/01/03 16:30:00",7867.11,21.75,TRADE
NSW1,"2010/01/03 17:00:00",7941.71,21.96,TRADE
NSW1,"2010/01/03 17:30:00",7980.47,21.99,TRADE
NSW1,"2010/01/03 18:00:00",7961.48,22.02,TRADE
NSW1,"2010/01/03 18:30:00",7916.13,22.27,TRADE
NSW1,"2010/01/03 19:00:00",7878.88,21.81,TRADE
NSW1,"2010/01/03 19:30:00",7933.04,21.92,TRADE
NSW1,"2010/01/03 20:00:00",7995.93,22,TRADE
NSW1,"2010/01/03 20:30:00",7832.08,21.84,TRADE
NSW1,"2010/01/03 21:00:00",7642.16,21.53,TRADE
NSW1,"2010/01/03 21:30:00",7596.42,21.09,TRADE
NSW1,"2010/01/03 22:00:00",7528.43,20.15,TRADE
NSW1,"2010/01/03 22:30:00",7445.23,21.3,TRADE
NSW1,"2010/01/03 23:00:00",7226.84,20.61,TRADE
NSW1,"2010/01/03 23:30:00",7041.45,20.97,TRADE
NSW1,"2010/01/04 00:00:00",6917.57,20.74,TRADE
NSW1,"2010/01/04 00:30:00",6813.43,18.63,TRADE
NSW1,"2010/01/04 01:00:00",6633.42,17.51,TRADE
NSW1,"2010/01/04 01:30:00",6424.02,17.93,TRADE
NSW1,"2010/01/04 02:00:00",6218.66,14.78,TRADE
NSW1,"2010/01/04 02:30:00",6106.83,14.33,TRADE
NSW1,"2010/01/04 03:00:00",6067.46,13.76,TRADE
NSW1,"2010/01/04 03:30:00",6083.12,13.54,TRADE
NSW1,"2010/01/04 04:00:00",6153.59,9.91,TRADE
NSW1,"2010/01/04 04:30:00",6317.88,14.24,TRADE
NSW1,"2010/01/04 05:00:00",6522.17,16.04,TRADE
NSW1,"2010/01/04 05:30:00",6855.21,16.85,TRADE
NSW1,"2010/01/04 06:00:00",7256.79,20.41,TRADE
NSW1,"2010/01/04 06:30:00",7646.81,21.41,TRADE
NSW1,"2010/01/04 07:00:00",8040.24,21.78,TRADE
NSW1,"2010/01/04 07:30:00",8360.91,23.23,TRADE
NSW1,"2010/01/04 08:00:00",8689.94,23.99,TRADE
NSW1,"2010/01/04 08:30:00",9017.18,24.98,TRADE
NSW1,"2010/01/04 09:00:00",9174.86,24.99,TRADE
NSW1,"2010/01/04 09:30:00",9295.43,24.98,TRADE
NSW1,"2010/01/04 10:00:00",9415.46,24.98,TRADE
NSW1,"2010/01/04 10:30:00",9421.38,24.98,TRADE
NSW1,"2010/01/04 11:00:00",9468.92,24.98,TRADE
NSW1,"2010/01/04 11:30:00",9460.93,24.98,TRADE
NSW1,"2010/01/04 12:00:00",9378.86,23.36,TRADE
NSW1,"2010/01/04 12:30:00",9349.24,24.94,TRADE
NSW1,"2010/01/04 13:00:00",9329.34,24.42,TRADE
NSW1,"2010/01/04 13:30:00",9362.77,22.69,TRADE
NSW1,"2010/01/04 14:00:00",9319.96,22.81,TRADE
NSW1,"2010/01/04 14:30:00",9329.26,22.58,TRADE
NSW1,"2010/01/04 15:00:00",9324.71,23.6,TRADE
NSW1,"2010/01/04 15:30:00",9394.41,25.09,TRADE
NSW1,"2010/01/04 16:00:00",9452.31,27.08,TRADE
NSW1,"2010/01/04 16:30:00",9424.83,26.55,TRADE
NSW1,"2010/01/04 17:00:00",9334.77,25.43,TRADE
NSW1,"2010/01/04 17:30:00",9110.1,24.6,TRADE
NSW1,"2010/01/04 18:00:00",8967.91,24.35,TRADE
NSW1,"2010/01/04 18:30:00",8790.73,23.31,TRADE
NSW1,"2010/01/04 19:00:00",8652.85,22,TRADE
NSW1,"2010/01/04 19:30:00",8662.97,22.92,TRADE
NSW1,"2010/01/04 20:00:00",8703.79,21.94,TRADE
NSW1,"2010/01/04 20:30:00",8533.49,21.7,TRADE
NSW1,"2010/01/04 21:00:00",8276.32,21.43,TRADE
NSW1,"2010/01/04 21:30:00",8341.46,22.1,TRADE
NSW1,"2010/01/04 22:00:00",8220.04,21.15,TRADE
NSW1,"2010/01/04 22:30:00",8143.77,21.52,TRADE
NSW1,"2010/01/04 23:00:00",8009.5,21.22,TRADE
NSW1,"2010/01/04 23:30:00",7826.97,21,TRADE
NSW1,"2010/01/05 00:00:00",7636.34,20.96,TRADE
NSW1,"2010/01/05 00:30:00",7438.78,20.08,TRADE
NSW1,"2010/01/05 01:00:00",7210.46,17.84,TRADE
NSW1,"2010/01/05 01:30:00",6892.97,17.93,TRADE
NSW1,"2010/01/05 02:00:00",6634.05,15.69,TRADE
NSW1,"2010/01/05 02:30:00",6422.19,12.39,TRADE
NSW1,"2010/01/05 03:00:00",6335.01,11.76,TRADE
NSW1,"2010/01/05 03:30:00",6313.4,12.02,TRADE
NSW1,"2010/01/05 04:00:00",6358.52,11.4,TRADE
NSW1,"2010/01/05 04:30:00",6515.13,12.81,TRADE
NSW1,"2010/01/05 05:00:00",6563.86,14.4,TRADE
NSW1,"2010/01/05 05:30:00",6936.49,17.02,TRADE
NSW1,"2010/01/05 06:00:00",7330.78,19.17,TRADE
NSW1,"2010/01/05 06:30:00",7679.83,20.97,TRADE
NSW1,"2010/01/05 07:00:00",8129.48,21.9,TRADE
NSW1,"2010/01/05 07:30:00",8568.02,22.29,TRADE
NSW1,"2010/01/05 08:00:00",8959.06,22.85,TRADE
NSW1,"2010/01/05 08:30:00",9258.93,23.01,TRADE
NSW1,"2010/01/05 09:00:00",9467.04,25.95,TRADE
NSW1,"2010/01/05 09:30:00",9650.16,26.8,TRADE
NSW1,"2010/01/05 10:00:00",9790.83,25.69,TRADE
NSW1,"2010/01/05 10:30:00",9867.45,26.31,TRADE
NSW1,"2010/01/05 11:00:00",9928.26,28.11,TRADE
NSW1,"2010/01/05 11:30:00",10023.67,29.66,TRADE
NSW1,"2010/01/05 12:00:00",10166.4,31.4,TRADE
NSW1,"2010/01/05 12:30:00",10323.04,32.79,TRADE
NSW1,"2010/01/05 13:00:00",10459.11,35.79,TRADE
NSW1,"2010/01/05 13:30:00",10478.15,37.27,TRADE
NSW1,"2010/01/05 14:00:00",10597.17,39.9,TRADE
NSW1,"2010/01/05 14:30:00",10649.43,37.31,TRADE
NSW1,"2010/01/05 15:00:00",10687.29,35.43,TRADE
NSW1,"2010/01/05 15:30:00",10587.13,35.13,TRADE
NSW1,"2010/01/05 16:00:00",10549.36,33.81,TRADE
NSW1,"2010/01/05 16:30:00",10418.99,31.44,TRADE
NSW1,"2010/01/05 17:00:00",10350.24,30.29,TRADE
NSW1,"2010/01/05 17:30:00",10088.33,27.05,TRADE
NSW1,"2010/01/05 18:00:00",9897.28,24.76,TRADE
NSW1,"2010/01/05 18:30:00",9612.67,23.11,TRADE
NSW1,"2010/01/05 19:00:00",9417.31,22.96,TRADE
NSW1,"2010/01/05 19:30:00",9417.14,22.77,TRADE
NSW1,"2010/01/05 20:00:00",9429.68,22.62,TRADE
NSW1,"2010/01/05 20:30:00",9223.58,21.67,TRADE
NSW1,"2010/01/05 21:00:00",8925.22,21.26,TRADE
NSW1,"2010/01/05 21:30:00",8881.34,21.9,TRADE
NSW1,"2010/01/05 22:00:00",8692.98,21.09,TRADE
NSW1,"2010/01/05 22:30:00",8519.32,21.47,TRADE
NSW1,"2010/01/05 23:00:00",8340.55,21.14,TRADE
NSW1,"2010/01/05 23:30:00",8112.61,21,TRADE
NSW1,"2010/01/06 00:00:00",7878.93,20.83,TRADE
NSW1,"2010/01/06 00:30:00",7625.24,19.59,TRADE
NSW1,"2010/01/06 01:00:00",7394.02,16.87,TRADE
NSW1,"2010/01/06 01:30:00",7076.3,17.58,TRADE
NSW1,"2010/01/06 02:00:00",6810.51,14.66,TRADE
NSW1,"2010/01/06 02:30:00",6645.99,13.86,TRADE
NSW1,"2010/01/06 03:00:00",6577.41,12.01,TRADE
NSW1,"2010/01/06 03:30:00",6568.49,12.15,TRADE
NSW1,"2010/01/06 04:00:00",6611.57,12.04,TRADE
NSW1,"2010/01/06 04:30:00",6767.67,12.34,TRADE
NSW1,"2010/01/06 05:00:00",6897.65,14.91,TRADE
NSW1,"2010/01/06 05:30:00",7254.61,17.12,TRADE
NSW1,"2010/01/06 06:00:00",7691.87,19.64,TRADE
NSW1,"2010/01/06 06:30:00",8094.21,20.98,TRADE
NSW1,"2010/01/06 07:00:00",8547.36,21.99,TRADE
NSW1,"2010/01/06 07:30:00",8945.26,22.38,TRADE
NSW1,"2010/01/06 08:00:00",9321.55,22.47,TRADE
NSW1,"2010/01/06 08:30:00",9693.7,23.06,TRADE
NSW1,"2010/01/06 09:00:00",9904.56,23.74,TRADE
NSW1,"2010/01/06 09:30:00",10146.06,26.57,TRADE
NSW1,"2010/01/06 10:00:00",10295.79,27.92,TRADE
NSW1,"2010/01/06 10:30:00",10411.76,29.24,TRADE
NSW1,"2010/01/06 11:00:00",10523.27,30.17,TRADE
NSW1,"2010/01/06 11:30:00",10670.66,31.53,TRADE
NSW1,"2010/01/06 12:00:00",10744.9,32.78,TRADE
NSW1,"2010/01/06 12:30:00",10788.82,32.35,TRADE
NSW1,"2010/01/06 13:00:00",10812,34.68,TRADE
NSW1,"2010/01/06 13:30:00",10812.69,37,TRADE
NSW1,"2010/01/06 14:00:00",10810.54,37.53,TRADE
NSW1,"2010/01/06 14:30:00",10844.66,37.64,TRADE
NSW1,"2010/01/06 15:00:00",10862.79,37.35,TRADE
NSW1,"2010/01/06 15:30:00",10863.68,37.11,TRADE
NSW1,"2010/01/06 16:00:00",10879.15,37.73,TRADE
NSW1,"2010/01/06 16:30:00",10717.72,35.46,TRADE
NSW1,"2010/01/06 17:00:00",10463.32,30.95,TRADE
NSW1,"2010/01/06 17:30:00",10069.26,29.39,TRADE
NSW1,"2010/01/06 18:00:00",9818.19,25.16,TRADE
NSW1,"2010/01/06 18:30:00",9464.2,23.14,TRADE
NSW1,"2010/01/06 19:00:00",9252.79,22.79,TRADE
NSW1,"2010/01/06 19:30:00",9208.15,22.53,TRADE
NSW1,"2010/01/06 20:00:00",9174.76,22.33,TRADE
NSW1,"2010/01/06 20:30:00",8999.46,22.25,TRADE
NSW1,"2010/01/06 21:00:00",8665.66,21.32,TRADE
NSW1,"2010/01/06 21:30:00",8672.5,22.16,TRADE
NSW1,"2010/01/06 22:00:00",8452.39,21.7,TRADE
NSW1,"2010/01/06 22:30:00",8303.59,22.06,TRADE
NSW1,"2010/01/06 23:00:00",8111.21,22,TRADE
NSW1,"2010/01/06 23:30:00",7895.78,22.36,TRADE
NSW1,"2010/01/07 00:00:00",7675.56,21.9,TRADE
NSW1,"2010/01/07 00:30:00",7433.46,21.48,TRADE
NSW1,"2010/01/07 01:00:00",7216.3,20.24,TRADE
NSW1,"2010/01/07 01:30:00",6940.48,20.17,TRADE
NSW1,"2010/01/07 02:00:00",6692.82,15.99,TRADE
NSW1,"2010/01/07 02:30:00",6477.56,14.47,TRADE
NSW1,"2010/01/07 03:00:00",6452.34,13.55,TRADE
NSW1,"2010/01/07 03:30:00",6415.95,17.31,TRADE
NSW1,"2010/01/07 04:00:00",6488.25,16.96,TRADE
NSW1,"2010/01/07 04:30:00",6627.1,18.15,TRADE
NSW1,"2010/01/07 05:00:00",6815.18,20.12,TRADE
NSW1,"2010/01/07 05:30:00",7234.25,19.98,TRADE
NSW1,"2010/01/07 06:00:00",7596.84,21.12,TRADE
NSW1,"2010/01/07 06:30:00",7944.29,21.62,TRADE
NSW1,"2010/01/07 07:00:00",8404.04,22,TRADE
NSW1,"2010/01/07 07:30:00",8777.14,22.34,TRADE
NSW1,"2010/01/07 08:00:00",9056.81,23.09,TRADE
NSW1,"2010/01/07 08:30:00",9340.36,25.27,TRADE
NSW1,"2010/01/07 09:00:00",9494.36,25.2,TRADE
NSW1,"2010/01/07 09:30:00",9569.22,25.74,TRADE
NSW1,"2010/01/07 10:00:00",9644.35,27.49,TRADE
NSW1,"2010/01/07 10:30:00",9675.44,30,TRADE
NSW1,"2010/01/07 11:00:00",9760.72,29.61,TRADE
NSW1,"2010/01/07 11:30:00",9795.93,29.68,TRADE
NSW1,"2010/01/07 12:00:00",9834.66,27.97,TRADE
NSW1,"2010/01/07 12:30:00",9864.35,26.37,TRADE
NSW1,"2010/01/07 13:00:00",9820.03,25.54,TRADE
NSW1,"2010/01/07 13:30:00",9739,25.24,TRADE
NSW1,"2010/01/07 14:00:00",9698.11,26.74,TRADE
NSW1,"2010/01/07 14:30:00",9719.74,28.88,TRADE
NSW1,"2010/01/07 15:00:00",9740.3,30.08,TRADE
NSW1,"2010/01/07 15:30:00",9716.6,29.89,TRADE
NSW1,"2010/01/07 16:00:00",9694.13,30,TRADE
NSW1,"2010/01/07 16:30:00",9598.56,26.86,TRADE
NSW1,"2010/01/07 17:00:00",9510.58,25.21,TRADE
NSW1,"2010/01/07 17:30:00",9323.07,24.57,TRADE
NSW1,"2010/01/07 18:00:00",9191.65,24.16,TRADE
NSW1,"2010/01/07 18:30:00",9030.73,23,TRADE
NSW1,"2010/01/07 19:00:00",8930.38,22.96,TRADE
NSW1,"2010/01/07 19:30:00",9002.44,22.96,TRADE
NSW1,"2010/01/07 20:00:00",9009.87,22.5,TRADE
NSW1,"2010/01/07 20:30:00",8747.61,21.97,TRADE
NSW1,"2010/01/07 21:00:00",8495.12,21.43,TRADE
NSW1,"2010/01/07 21:30:00",8474.72,21.79,TRADE
NSW1,"2010/01/07 22:00:00",8338.94,21.49,TRADE
NSW1,"2010/01/07 22:30:00",8226.66,22.25,TRADE
NSW1,"2010/01/07 23:00:00",8072.07,21.35,TRADE
NSW1,"2010/01/07 23:30:00",7900.61,21.16,TRADE
NSW1,"2010/01/08 00:00:00",7688.54,20.47,TRADE
NSW1,"2010/01/08 00:30:00",7498.35,19.75,TRADE
NSW1,"2010/01/08 01:00:00",7242.52,18.42,TRADE
NSW1,"2010/01/08 01:30:00",6972.24,18.5,TRADE
NSW1,"2010/01/08 02:00:00",6706.22,14.57,TRADE
NSW1,"2010/01/08 02:30:00",6525.71,15.16,TRADE
NSW1,"2010/01/08 03:00:00",6492.12,13.48,TRADE
NSW1,"2010/01/08 03:30:00",6429.62,16.44,TRADE
NSW1,"2010/01/08 04:00:00",6521.71,16.68,TRADE
NSW1,"2010/01/08 04:30:00",6691.55,17.99,TRADE
NSW1,"2010/01/08 05:00:00",6877.51,20.79,TRADE
NSW1,"2010/01/08 05:30:00",7253.56,20.93,TRADE
NSW1,"2010/01/08 06:00:00",7580.47,21.61,TRADE
NSW1,"2010/01/08 06:30:00",7964.73,21.9,TRADE
NSW1,"2010/01/08 07:00:00",8466.33,22.04,TRADE
NSW1,"2010/01/08 07:30:00",8865.07,22.75,TRADE
NSW1,"2010/01/08 08:00:00",9199.24,24.34,TRADE
NSW1,"2010/01/08 08:30:00",9462.84,24.62,TRADE
NSW1,"2010/01/08 09:00:00",9633.98,24.72,TRADE
NSW1,"2010/01/08 09:30:00",9794.13,27.55,TRADE
NSW1,"2010/01/08 10:00:00",9898.43,30.18,TRADE
NSW1,"2010/01/08 10:30:00",9904.75,30,TRADE
NSW1,"2010/01/08 11:00:00",9981.1,30.11,TRADE
NSW1,"2010/01/08 11:30:00",10026.5,30.04,TRADE
NSW1,"2010/01/08 12:00:00",10122.27,30.46,TRADE
NSW1,"2010/01/08 12:30:00",10194.43,33.84,TRADE
NSW1,"2010/01/08 13:00:00",10282.29,33.75,TRADE
NSW1,"2010/01/08 13:30:00",10339.63,39.12,TRADE
NSW1,"2010/01/08 14:00:00",10405.4,35.78,TRADE
NSW1,"2010/01/08 14:30:00",10463.35,35.67,TRADE
NSW1,"2010/01/08 15:00:00",10521.94,36.8,TRADE
NSW1,"2010/01/08 15:30:00",10614.57,44.43,TRADE
NSW1,"2010/01/08 16:00:00",10659.19,53.65,TRADE
NSW1,"2010/01/08 16:30:00",10616.02,56.33,TRADE
NSW1,"2010/01/08 17:00:00",10433.07,40.91,TRADE
NSW1,"2010/01/08 17:30:00",10106.14,35.11,TRADE
NSW1,"2010/01/08 18:00:00",9910.95,29.4,TRADE
NSW1,"2010/01/08 18:30:00",9658.67,28.41,TRADE
NSW1,"2010/01/08 19:00:00",9487.71,28.16,TRADE
NSW1,"2010/01/08 19:30:00",9415.02,29.39,TRADE
NSW1,"2010/01/08 20:00:00",9474.34,28.79,TRADE
NSW1,"2010/01/08 20:30:00",9312.38,28.26,TRADE
NSW1,"2010/01/08 21:00:00",9074.55,27.17,TRADE
NSW1,"2010/01/08 21:30:00",9087.62,27.28,TRADE
NSW1,"2010/01/08 22:00:00",8942.57,23.05,TRADE
NSW1,"2010/01/08 22:30:00",8774.81,27.91,TRADE
NSW1,"2010/01/08 23:00:00",8591.91,23.99,TRADE
NSW1,"2010/01/08 23:30:00",8320.88,22,TRADE
NSW1,"2010/01/09 00:00:00",8044.09,21.67,TRADE
NSW1,"2010/01/09 00:30:00",7746.22,21.03,TRADE
NSW1,"2010/01/09 01:00:00",7443.16,20.95,TRADE
NSW1,"2010/01/09 01:30:00",7122.84,20.25,TRADE
NSW1,"2010/01/09 02:00:00",6827.91,18.11,TRADE
NSW1,"2010/01/09 02:30:00",6613.01,16.26,TRADE
NSW1,"2010/01/09 03:00:00",6525.8,15.49,TRADE
NSW1,"2010/01/09 03:30:00",6471.51,14.11,TRADE
NSW1,"2010/01/09 04:00:00",6477.89,13.5,TRADE
NSW1,"2010/01/09 04:30:00",6547.98,14.2,TRADE
NSW1,"2010/01/09 05:00:00",6538.81,13.04,TRADE
NSW1,"2010/01/09 05:30:00",6634.89,17,TRADE
NSW1,"2010/01/09 06:00:00",6784.32,13.95,TRADE
NSW1,"2010/01/09 06:30:00",7109.54,20.21,TRADE
NSW1,"2010/01/09 07:00:00",7573.23,21.04,TRADE
NSW1,"2010/01/09 07:30:00",8036.33,22.33,TRADE
NSW1,"2010/01/09 08:00:00",8513.87,22.78,TRADE
NSW1,"2010/01/09 08:30:00",9003.91,26.55,TRADE
NSW1,"2010/01/09 09:00:00",9244.65,30.28,TRADE
NSW1,"2010/01/09 09:30:00",9454.39,36.91,TRADE
NSW1,"2010/01/09 10:00:00",9649.05,42.92,TRADE
NSW1,"2010/01/09 10:30:00",9884.43,42.58,TRADE
NSW1,"2010/01/09 11:00:00",10107.62,56.5,TRADE
NSW1,"2010/01/09 11:30:00",10314.69,56.43,TRADE
NSW1,"2010/01/09 12:00:00",10470.43,73.61,TRADE
NSW1,"2010/01/09 12:30:00",10675.2,55.31,TRADE
NSW1,"2010/01/09 13:00:00",10842.61,54.09,TRADE
NSW1,"2010/01/09 13:30:00",10953.88,60.02,TRADE
NSW1,"2010/01/09 14:00:00",11056.98,58.62,TRADE
NSW1,"2010/01/09 14:30:00",11188.77,85.58,TRADE
NSW1,"2010/01/09 15:00:00",11333,89.25,TRADE
NSW1,"2010/01/09 15:30:00",11412.45,105.81,TRADE
NSW1,"2010/01/09 16:00:00",11524.52,122.1,TRADE
NSW1,"2010/01/09 16:30:00",11430.72,102.22,TRADE
NSW1,"2010/01/09 17:00:00",11353.03,96.22,TRADE
NSW1,"2010/01/09 17:30:00",11297.6,90.24,TRADE
NSW1,"2010/01/09 18:00:00",11154.18,60.56,TRADE
NSW1,"2010/01/09 18:30:00",10969.01,61.63,TRADE
NSW1,"2010/01/09 19:00:00",10717.1,48.92,TRADE
NSW1,"2010/01/09 19:30:00",10590.9,49.73,TRADE
NSW1,"2010/01/09 20:00:00",10608.86,45.3,TRADE
NSW1,"2010/01/09 20:30:00",10465.88,42.97,TRADE
